# PyMovie Version 3.2.9
# source: J:\OCCULTATION-DATA\2020-07-29\Jabbah\2020-07-29-1718_2 (2).ser
#
# lunar background: False
# yellow mask = default: False
#
# aperture name: Jabbah
# ____ aperture size: 51
# ____ x,y: (317, 354)
# ____ threshold: 10
# ____ def mask radius: 3.2
# ____ color: red
# ____ joggable: False
# ____ auto textOut: False
# ____ thumbnail source: False
# ____ csv output order: 4
#
# aperture name: ref
# ____ aperture size: 51
# ____ x,y: (529, 65)
# ____ threshold: 8
# ____ def mask radius: 3.2
# ____ color: yellow
# ____ joggable: True
# ____ auto textOut: True
# ____ thumbnail source: True
# ____ csv output order: 5
#
# date at frame 0: 2020-7-29
# Begin SER meta-data =====================
# FileID: LUCAM-RECORDER
# LuID: 4660
# ColorID: 0
# LittleEndian: 0
# ImageWidth: 640
# ImageHeight: 640
# PixelDepthPerPlane: 8
# FrameCount: 13105
# NumTimestamps: 13105.0
# Observer: Observer                                
# Instrument: QHY174M                                 
# Telescope: telescope                               
# DateTimeLocal: 2020-7-30T00:17:22.0719081
# DateTimeUTC: 2020-7-29T17:17:22.0719081
# End SER meta-data =====================
FrameNum,timeInfo,signal-Jabbah,signal-ref,appsum-Jabbah,avgbkg-Jabbah,stdbkg-Jabbah,nmaskpx-Jabbah,maxpx-Jabbah,xcentroid-Jabbah,ycentroid-Jabbah,appsum-ref,avgbkg-ref,stdbkg-ref,nmaskpx-ref,maxpx-ref,xcentroid-ref,ycentroid-ref
4557.00,[17:18:00.0221017],3108.00,189.00,4852.00,32.90,4.79,53,255,314.87,355.64,369.00,16.35,3.18,11,50,528.55,66.64
4558.00,[17:18:00.0301581],2771.00,153.00,4415.00,32.87,4.62,50,255,314.88,355.68,300.00,16.35,3.18,9,53,528.89,66.67
4559.00,[17:18:00.0382144],2412.00,103.00,3947.00,32.65,4.55,47,255,314.81,355.15,710.00,16.40,3.21,-37,38,529.00,67.00
4560.00,[17:18:00.0462708],1635.00,68.00,2922.00,33.00,4.57,39,255,315.10,355.36,675.00,16.40,3.23,-37,32,529.00,67.00
4561.00,[17:18:00.0543272],1791.00,55.00,3006.00,32.83,4.64,37,255,315.46,355.32,655.00,16.23,3.14,-37,28,529.00,67.00
4562.00,[17:18:00.0623836],2206.00,104.00,3624.00,32.98,4.61,43,255,315.56,355.63,713.00,16.47,3.23,-37,38,529.00,67.00
4563.00,[17:18:00.0704399],2332.00,116.00,3877.00,32.88,4.61,47,255,315.55,355.13,719.00,16.30,3.18,-37,40,529.00,67.00
4564.00,[17:18:00.0784963],2301.00,111.00,3750.00,32.93,4.63,44,255,315.52,355.09,716.00,16.34,3.18,-37,34,529.00,67.00
4565.00,[17:18:00.0865527],2448.00,179.00,3919.00,32.70,4.65,45,255,315.82,354.71,785.00,16.37,3.15,-37,47,529.00,67.00
4566.00,[17:18:00.0946091],2169.00,171.00,3688.00,33.02,4.64,46,255,315.50,354.50,778.00,16.41,3.21,-37,40,529.00,67.00
4567.00,[17:18:00.1026654],2554.00,149.00,4094.00,32.77,4.51,47,255,315.32,354.57,748.00,16.20,3.15,-37,43,529.00,67.00
4568.00,[17:18:00.1429473],1660.00,108.00,3012.00,32.98,4.76,41,255,314.00,355.00,714.00,16.37,3.20,-37,48,529.00,67.00
4569.00,[17:18:00.1510037],1595.00,113.00,2745.00,32.86,4.66,35,255,314.26,355.51,719.00,16.39,3.22,-37,38,529.00,67.00
4570.00,[17:18:00.1590601],2042.00,164.00,3418.00,32.76,4.63,42,255,314.45,355.93,770.00,16.38,3.25,-37,47,529.00,67.00
4571.00,[17:18:00.1671165],2557.00,157.00,4237.00,32.93,4.65,51,255,314.82,355.47,762.00,16.34,3.06,-37,38,529.00,67.00
4572.00,[17:18:00.1751728],2700.00,195.00,4305.00,32.77,4.59,49,255,315.43,355.27,801.00,16.38,3.15,-37,54,529.00,67.00
4573.00,[17:18:00.1832292],2612.00,204.00,4215.00,32.71,4.63,49,255,315.53,355.29,384.00,16.34,3.29,11,75,530.36,66.91
4574.00,[17:18:00.1912856],2004.00,202.00,3480.00,32.80,4.59,45,255,315.47,355.27,398.00,16.33,3.12,12,76,530.50,66.50
4575.00,[17:18:00.1993420],2457.00,179.00,3956.00,32.60,4.67,46,255,315.63,355.11,786.00,16.40,3.27,-37,53,531.00,66.00
4576.00,[17:18:00.2073983],3267.00,150.00,5060.00,32.61,4.73,55,255,315.89,355.27,752.00,16.27,3.18,-37,49,531.00,66.00
4577.00,[17:18:00.2154547],3791.00,143.00,5788.00,32.74,4.64,61,255,315.84,355.02,747.00,16.32,3.18,-37,39,531.00,66.00
4578.00,[17:18:00.2235111],3267.00,103.00,5184.00,32.48,4.74,59,255,316.07,355.02,703.00,16.23,3.25,-37,32,531.00,66.00
4579.00,[17:18:00.2315675],2904.00,106.00,4785.00,32.42,4.50,58,255,315.59,354.93,714.00,16.43,3.25,-37,42,531.00,66.00
4580.00,[17:18:00.2396238],2382.00,115.00,3882.00,32.62,4.62,46,255,315.63,355.11,723.00,16.42,3.21,-37,33,531.00,66.00
4581.00,[17:18:00.2476802],2569.00,136.00,4226.00,32.50,4.53,51,255,315.31,355.27,742.00,16.38,3.19,-37,38,531.00,66.00
4582.00,[17:18:00.2557366],2968.00,148.00,4729.00,32.62,4.66,54,255,314.50,355.30,754.00,16.38,3.07,-37,44,531.00,66.00
4583.00,[17:18:00.2637930],2970.00,76.00,4773.00,32.78,4.72,55,255,314.40,355.49,675.00,16.20,3.24,-37,36,531.00,66.00
4584.00,[17:18:00.2718494],3616.00,82.00,5714.00,32.77,4.62,64,255,314.94,355.17,683.00,16.25,3.14,-37,36,531.00,66.00
4585.00,[17:18:00.2799057],3299.00,146.00,5425.00,32.71,4.63,65,255,315.25,354.40,756.00,16.48,3.17,-37,63,531.00,66.00
4586.00,[17:18:00.2879621],3325.00,186.00,5331.00,32.88,4.69,61,255,315.02,355.13,796.00,16.49,3.16,-37,72,531.00,66.00
4587.00,[17:18:00.2960185],3057.00,68.00,4951.00,32.65,4.73,58,255,315.10,355.34,671.00,16.31,3.16,-37,30,531.00,66.00
4588.00,[17:18:00.3040749],2544.00,91.00,4183.00,32.78,4.58,50,255,315.50,355.00,692.00,16.24,3.19,-37,30,531.00,66.00
4589.00,[17:18:00.3121312],3191.00,168.00,4960.00,32.76,4.70,54,255,316.07,355.04,769.00,16.24,3.16,-37,34,531.00,66.00
4590.00,[17:18:00.3201876],4203.00,135.00,6431.00,32.76,4.62,68,255,316.32,355.24,748.00,16.57,3.22,-37,40,531.00,66.00
4591.00,[17:18:00.3282440],4646.00,106.00,6962.00,32.62,4.75,71,255,316.20,355.42,710.00,16.33,3.19,-37,35,531.00,66.00
4592.00,[17:18:00.3363004],4260.00,176.00,6444.00,32.59,4.71,67,255,316.27,355.51,784.00,16.44,3.22,-37,46,531.00,66.00
4593.00,[17:18:00.3443567],4020.00,195.00,6226.00,32.93,4.69,67,255,315.82,355.21,376.00,16.43,3.10,11,80,530.64,66.91
4594.00,[17:18:00.3524131],2763.00,230.00,4399.00,32.71,4.58,50,255,315.64,354.72,427.00,16.42,3.14,12,83,530.83,66.92
4595.00,[17:18:00.3604695],1911.00,203.00,3220.00,32.73,4.54,40,255,315.38,354.90,382.00,16.30,3.17,11,60,530.82,67.18
4596.00,[17:18:00.3685259],1420.00,257.00,2526.00,32.53,4.59,34,255,314.62,354.97,503.00,16.38,3.17,15,79,530.47,67.13
4597.00,[17:18:00.3765822],1214.00,264.00,2229.00,32.74,4.57,31,255,314.45,355.42,460.00,16.34,3.22,12,91,530.17,67.08
4598.00,[17:18:00.3846386],725.00,235.00,1477.00,32.70,4.42,23,212,314.22,355.09,417.00,16.55,3.17,11,62,529.64,66.91
4599.00,[17:18:00.3926950],406.00,190.00,892.00,32.42,4.40,15,151,313.93,354.73,791.00,16.25,3.09,-37,53,530.00,67.00
4600.00,[17:18:00.4007514],340.00,171.00,766.00,32.79,4.47,13,127,313.62,354.62,771.00,16.21,3.16,-37,48,530.00,67.00
4601.00,[17:18:00.4088078],32.00,91.00,1232.00,32.43,4.46,-37,80,318.00,356.00,697.00,16.37,3.20,-37,30,530.00,67.00
4602.00,[17:18:00.4168641],18.00,123.00,1227.00,32.69,4.45,-37,55,318.00,356.00,726.00,16.31,3.18,-37,39,530.00,67.00
4603.00,[17:18:00.4249205],24.00,83.00,1223.00,32.40,4.59,-37,55,318.00,356.00,685.00,16.26,3.18,-37,32,530.00,67.00
4604.00,[17:18:00.4329769],25.00,125.00,1231.00,32.60,4.48,-37,48,318.00,356.00,728.00,16.29,3.21,-37,51,530.00,67.00
4605.00,[17:18:00.4410333],-45.00,187.00,1159.00,32.55,4.41,-37,49,319.00,356.00,352.00,16.45,3.19,10,71,530.80,67.00
4606.00,[17:18:00.4490896],-1.00,213.00,1201.00,32.48,4.46,-37,48,318.00,355.00,409.00,16.33,3.17,12,78,530.50,66.50
4607.00,[17:18:00.4571460],-22.00,162.00,1178.00,32.45,4.47,-37,48,318.00,355.00,765.00,16.29,3.16,-37,58,530.00,66.00
4608.00,[17:18:00.4652024],-17.00,136.00,1187.00,32.53,4.36,-37,48,318.00,355.00,746.00,16.48,3.21,-37,55,530.00,66.00
4609.00,[17:18:00.4732588],18.00,78.00,1216.00,32.37,4.47,-37,48,318.00,355.00,683.00,16.35,3.22,-37,43,530.00,66.00
4610.00,[17:18:00.4813151],3.00,82.00,1196.00,32.23,4.40,-37,51,318.00,355.00,691.00,16.47,3.11,-37,30,530.00,66.00
4611.00,[17:18:00.4893715],-14.00,83.00,1186.00,32.43,4.50,-37,50,318.00,355.00,691.00,16.42,3.17,-37,39,530.00,66.00
4612.00,[17:18:00.4974279],-21.00,107.00,1182.00,32.52,4.42,-37,48,318.00,355.00,710.00,16.31,3.16,-37,47,530.00,66.00
4613.00,[17:18:00.5054843],34.00,197.00,1234.00,32.43,4.57,-37,48,318.00,355.00,804.00,16.41,3.24,-37,68,530.00,66.00
4614.00,[17:18:00.5135406],-10.00,180.00,1196.00,32.59,4.50,-37,49,317.00,356.00,343.00,16.29,3.13,10,65,529.20,67.00
4615.00,[17:18:00.5215970],35.00,202.00,1240.00,32.56,4.64,-37,48,317.00,356.00,809.00,16.42,3.18,-37,45,529.00,67.00
4616.00,[17:18:00.5296534],-5.00,157.00,1198.00,32.52,4.53,-37,52,317.00,356.00,762.00,16.36,3.16,-37,48,529.00,67.00
4617.00,[17:18:00.5377098],63.00,115.00,1270.00,32.62,4.43,-37,48,317.00,356.00,722.00,16.40,3.14,-37,41,529.00,67.00
4618.00,[17:18:00.5457662],-19.00,117.00,1186.00,32.57,4.51,-37,50,317.00,356.00,723.00,16.38,3.16,-37,35,529.00,67.00
4619.00,[17:18:00.5538225],-1.00,65.00,1205.00,32.58,4.49,-37,48,317.00,356.00,675.00,16.48,3.12,-37,32,529.00,67.00
4620.00,[17:18:00.5618789],10.00,69.00,1217.00,32.62,4.36,-37,47,317.00,356.00,669.00,16.22,3.20,-37,33,529.00,67.00
4621.00,[17:18:00.5699353],-47.00,147.00,1158.00,32.56,4.48,-37,47,317.00,356.00,753.00,16.38,3.22,-37,48,529.00,67.00
4622.00,[17:18:00.5779917],-31.00,199.00,1174.00,32.58,4.48,-37,50,317.00,356.00,811.00,16.55,3.17,-37,55,529.00,67.00
4623.00,[17:18:00.5860480],-11.00,206.00,1184.00,32.29,4.43,-37,48,318.00,356.00,386.00,16.41,3.29,11,67,530.36,66.91
4624.00,[17:18:00.5941044],64.00,163.00,1271.00,32.63,4.47,-37,48,318.00,356.00,310.00,16.33,3.29,9,65,530.33,66.89
4625.00,[17:18:00.6021608],-4.00,139.00,1198.00,32.49,4.45,-37,48,318.00,356.00,746.00,16.40,3.15,-37,40,530.00,67.00
4626.00,[17:18:00.6102172],9.00,150.00,1206.00,32.36,4.42,-37,49,318.00,356.00,752.00,16.28,3.21,-37,53,530.00,67.00
4627.00,[17:18:00.6182735],1.00,161.00,1202.00,32.45,4.41,-37,49,318.00,356.00,307.00,16.26,3.34,9,48,530.00,67.00
4628.00,[17:18:00.6263299],-54.00,197.00,1144.00,32.37,4.48,-37,49,318.00,356.00,806.00,16.47,3.15,-37,45,530.00,67.00
4629.00,[17:18:00.6343863],-1.00,132.00,1200.00,32.46,4.46,-37,47,318.00,356.00,740.00,16.42,3.21,-37,33,530.00,67.00
4630.00,[17:18:00.6424427],45.00,155.00,1246.00,32.45,4.48,-37,48,318.00,357.00,319.00,16.42,3.19,10,53,529.70,67.70
4631.00,[17:18:00.6504991],-2.00,161.00,1198.00,32.44,4.52,-37,52,318.00,357.00,765.00,16.32,3.25,-37,43,530.00,68.00
4632.00,[17:18:00.6585554],5.00,152.00,1205.00,32.42,4.38,-37,47,318.00,356.00,299.00,16.29,3.20,9,59,530.11,67.33
4633.00,[17:18:00.6666118],-7.00,210.00,1198.00,32.55,4.45,-37,48,318.00,356.00,424.00,16.42,3.20,13,66,529.62,67.38
4634.00,[17:18:00.6746682],24.00,219.00,1223.00,32.41,4.50,-37,48,318.00,356.00,401.00,16.52,3.16,11,79,529.64,67.09
4635.00,[17:18:00.6827246],9.00,187.00,1216.00,32.61,4.53,-37,48,318.00,356.00,350.00,16.31,3.13,10,72,529.70,67.30
4636.00,[17:18:00.6907809],-14.00,230.00,1187.00,32.46,4.49,-37,47,318.00,356.00,441.00,16.24,3.08,13,63,529.62,67.38
4637.00,[17:18:00.6988373],15.00,198.00,1217.00,32.50,4.51,-37,50,317.00,356.00,361.00,16.35,3.19,10,73,529.50,67.20
4638.00,[17:18:00.7068937],-21.00,222.00,1184.00,32.57,4.49,-37,51,317.00,356.00,434.00,16.30,3.17,13,51,529.38,67.38
4639.00,[17:18:00.7149501],-9.00,204.00,1193.00,32.48,4.50,-37,49,318.00,356.00,399.00,16.29,3.17,12,61,529.50,67.00
4640.00,[17:18:00.7230064],-12.00,196.00,1193.00,32.55,4.35,-37,52,318.00,356.00,804.00,16.43,3.17,-37,45,530.00,67.00
4641.00,[17:18:00.7310628],-12.00,199.00,1193.00,32.58,4.47,-37,49,318.00,356.00,808.00,16.45,3.13,-37,44,530.00,67.00
4642.00,[17:18:00.7391192],-46.00,194.00,1162.00,32.65,4.36,-37,49,318.00,356.00,373.00,16.28,3.13,11,49,529.64,67.09
4643.00,[17:18:00.7471756],-1.00,204.00,1205.00,32.61,4.59,-37,49,317.00,357.00,369.00,16.53,3.20,10,52,529.50,67.80
4644.00,[17:18:00.7552319],-4.00,206.00,1201.00,32.56,4.47,-37,54,318.00,357.00,418.00,16.34,3.14,13,58,529.62,67.62
4645.00,[17:18:00.7632883],-18.00,143.00,1185.00,32.50,4.44,-37,48,318.00,357.00,751.00,16.42,3.17,-37,42,530.00,68.00
4646.00,[17:18:00.7713447],-2.00,151.00,1204.00,32.60,4.41,-37,53,318.00,357.00,755.00,16.33,3.20,-37,53,530.00,68.00
4647.00,[17:18:00.7794011],3.00,196.00,1202.00,32.41,4.43,-37,49,318.00,357.00,802.00,16.38,3.13,-37,40,530.00,68.00
4648.00,[17:18:00.7874575],5.00,223.00,1202.00,32.34,4.43,-37,52,318.00,356.00,418.00,16.26,3.17,12,48,530.00,67.50
4649.00,[17:18:00.7955138],16.00,248.00,1220.00,32.53,4.48,-37,48,318.00,356.00,478.00,16.42,3.28,14,65,529.64,66.79
4650.00,[17:18:00.8035702],-38.00,194.00,1158.00,32.31,4.46,-37,48,318.00,356.00,798.00,16.33,3.18,-37,48,530.00,67.00
4651.00,[17:18:00.8116266],0.00,154.00,1198.00,32.38,4.31,-37,49,318.00,356.00,759.00,16.35,3.21,-37,63,530.00,67.00
4652.00,[17:18:00.8196830],-16.00,156.00,1184.00,32.44,4.51,-37,50,318.00,356.00,303.00,16.38,3.16,9,54,530.00,67.00
4653.00,[17:18:00.8277393],-16.00,219.00,1182.00,32.38,4.43,-37,49,318.00,356.00,817.00,16.16,3.16,-37,55,530.00,67.00
4654.00,[17:18:00.8357957],-34.00,170.00,1160.00,32.27,4.46,-37,48,318.00,356.00,774.00,16.33,3.28,-37,38,530.00,67.00
4655.00,[17:18:00.8438521],38.00,158.00,1245.00,32.61,4.54,-37,53,318.00,356.00,765.00,16.42,3.20,-37,47,530.00,67.00
4656.00,[17:18:00.8519085],-26.00,154.00,1167.00,32.24,4.50,-37,47,318.00,355.00,300.00,16.26,3.27,9,43,530.00,66.00
4657.00,[17:18:00.8599648],-37.00,148.00,1165.00,32.49,4.42,-37,49,318.00,355.00,758.00,16.49,3.22,-37,40,530.00,66.00
4658.00,[17:18:00.8680212],15.00,187.00,1211.00,32.32,4.51,-37,48,318.00,355.00,792.00,16.36,3.28,-37,38,530.00,66.00
4659.00,[17:18:00.8760776],-5.00,126.00,1195.00,32.43,4.44,-37,47,318.00,355.00,729.00,16.29,3.24,-37,43,530.00,66.00
4660.00,[17:18:00.8841340],12.00,171.00,1208.00,32.33,4.45,-37,48,318.00,355.00,778.00,16.40,3.16,-37,75,530.00,66.00
4661.00,[17:18:00.8921903],-21.00,204.00,1182.00,32.50,4.43,-37,50,317.00,355.00,383.00,16.31,3.22,11,100,529.18,66.18
4662.00,[17:18:00.9002467],-25.00,150.00,1176.00,32.46,4.48,-37,48,317.00,355.00,296.00,16.26,3.25,9,90,529.00,66.00
4663.00,[17:18:00.9083031],12.00,206.00,1215.00,32.51,4.44,-37,48,318.00,356.00,401.00,16.29,3.17,12,81,529.50,66.50
4664.00,[17:18:00.9163595],-16.00,349.00,1184.00,32.44,4.50,-37,47,318.00,356.00,613.00,16.50,3.24,16,86,529.75,66.56
4665.00,[17:18:00.9244159],-4.00,290.00,1200.00,32.54,4.53,-37,48,318.00,355.00,553.00,16.41,3.11,16,67,530.12,66.00
4666.00,[17:18:00.9324722],-26.00,154.00,1177.00,32.50,4.35,-37,48,318.00,355.00,301.00,16.31,3.23,9,70,530.33,66.11
4667.00,[17:18:00.9405286],-26.00,203.00,1179.00,32.58,4.45,-37,47,318.00,355.00,367.00,16.37,3.17,10,85,530.20,66.00
4668.00,[17:18:00.9485850],-25.00,162.00,1177.00,32.48,4.44,-37,48,318.00,355.00,311.00,16.55,3.23,9,94,530.00,66.00
4669.00,[17:18:00.9566414],25.00,183.00,1235.00,32.70,4.40,-37,47,318.00,355.00,346.00,16.28,3.26,10,91,530.20,66.00
4670.00,[17:18:00.9646977],12.00,167.00,1207.00,32.29,4.56,-37,49,318.00,355.00,314.00,16.37,3.15,9,82,530.00,66.00
4671.00,[17:18:00.9727541],-5.00,132.00,1194.00,32.40,4.52,-37,49,318.00,355.00,740.00,16.44,3.17,-37,50,530.00,66.00
4672.00,[17:18:00.9808105],-3.00,177.00,1200.00,32.50,4.36,-37,51,318.00,355.00,781.00,16.32,3.24,-37,56,530.00,66.00
4673.00,[17:18:00.9888669],7.00,228.00,1216.00,32.68,4.51,-37,49,317.00,355.00,425.00,16.40,3.22,12,78,529.33,65.75
4674.00,[17:18:00.9969232],-25.00,242.00,1177.00,32.50,4.36,-37,49,317.00,355.00,455.00,16.40,3.24,13,72,529.38,65.62
4675.00,[17:18:01.0051008],13.00,155.00,1212.00,32.40,4.45,-37,48,317.00,354.00,318.00,16.32,3.15,10,52,529.00,65.50
4676.00,[17:18:01.0131572],22.00,130.00,1225.00,32.51,4.38,-37,52,317.00,354.00,737.00,16.40,3.15,-37,42,529.00,65.00
4677.00,[17:18:01.0212136],-6.00,145.00,1192.00,32.39,4.36,-37,48,317.00,354.00,747.00,16.26,3.11,-37,37,529.00,65.00
4678.00,[17:18:01.0292699],-36.00,161.00,1173.00,32.67,4.53,-37,49,318.00,355.00,325.00,16.41,3.26,10,63,530.00,66.20
4679.00,[17:18:01.0373263],14.00,162.00,1216.00,32.49,4.45,-37,53,318.00,355.00,324.00,16.24,3.22,10,57,529.80,66.00
4680.00,[17:18:01.0453827],-27.00,207.00,1171.00,32.38,4.39,-37,52,318.00,355.00,814.00,16.40,3.21,-37,55,530.00,66.00
4681.00,[17:18:01.0534391],-22.00,80.00,1183.00,32.58,4.46,-37,48,318.00,355.00,688.00,16.42,3.24,-37,36,530.00,66.00
4682.00,[17:18:01.0614955],-29.00,139.00,1176.00,32.56,4.60,-37,49,318.00,355.00,748.00,16.47,3.15,-37,39,530.00,66.00
4683.00,[17:18:01.0695518],-22.00,118.00,1182.00,32.54,4.48,-37,48,318.00,355.00,724.00,16.37,3.12,-37,45,530.00,66.00
4684.00,[17:18:01.0776082],15.00,38.00,1212.00,32.35,4.34,-37,48,318.00,355.00,636.00,16.16,3.17,-37,32,530.00,66.00
4685.00,[17:18:01.0856646],11.00,107.00,1216.00,32.55,4.50,-37,52,318.00,355.00,712.00,16.34,3.11,-37,44,530.00,66.00
4686.00,[17:18:01.0937210],-34.00,140.00,1162.00,32.33,4.59,-37,49,318.00,355.00,747.00,16.40,3.24,-37,50,530.00,66.00
4687.00,[17:18:01.1017773],-18.00,165.00,1181.00,32.40,4.44,-37,48,318.00,355.00,773.00,16.43,3.16,-37,60,530.00,66.00
4688.00,[17:18:01.1098337],31.00,256.00,1235.00,32.53,4.42,-37,51,318.00,356.00,503.00,16.49,3.13,15,74,529.60,66.60
4689.00,[17:18:01.1178901],-30.00,276.00,1168.00,32.38,4.36,-37,51,318.00,356.00,522.00,16.42,3.21,15,68,529.60,66.60
4690.00,[17:18:01.1259465],-33.00,224.00,1167.00,32.42,4.41,-37,49,318.00,356.00,837.00,16.56,3.29,-37,48,530.00,67.00
4691.00,[17:18:01.1340028],-1.00,167.00,1202.00,32.50,4.46,-37,48,318.00,356.00,778.00,16.53,3.26,-37,50,530.00,67.00
4692.00,[17:18:01.1420592],-69.00,76.00,1138.00,32.63,4.46,-37,48,318.00,356.00,684.00,16.43,3.12,-37,40,530.00,67.00
4693.00,[17:18:01.1501156],-1.00,98.00,1196.00,32.34,4.38,-37,49,318.00,356.00,705.00,16.40,3.15,-37,44,530.00,67.00
4694.00,[17:18:01.1581720],2.00,172.00,1210.00,32.65,4.36,-37,48,318.00,356.00,777.00,16.34,3.08,-37,58,530.00,67.00
4695.00,[17:18:01.1662284],-13.00,188.00,1187.00,32.42,4.40,-37,50,318.00,356.00,797.00,16.47,3.21,-37,55,530.00,67.00
4696.00,[17:18:01.2065102],-14.00,166.00,1182.00,32.32,4.48,-37,47,319.00,355.00,329.00,16.29,3.23,10,48,530.50,66.50
4697.00,[17:18:01.2145666],26.00,131.00,1219.00,32.26,4.43,-37,49,319.00,355.00,734.00,16.30,3.24,-37,40,531.00,66.00
4698.00,[17:18:01.2226230],16.00,120.00,1214.00,32.38,4.44,-37,49,319.00,355.00,724.00,16.33,3.22,-37,28,531.00,66.00
4699.00,[17:18:01.2306794],-16.00,154.00,1187.00,32.53,4.55,-37,48,319.00,355.00,753.00,16.19,3.19,-37,35,531.00,66.00
4700.00,[17:18:01.2387357],-20.00,86.00,1175.00,32.29,4.49,-37,48,319.00,355.00,695.00,16.45,3.18,-37,39,531.00,66.00
4701.00,[17:18:01.2467921],26.00,54.00,1225.00,32.42,4.48,-37,48,319.00,355.00,657.00,16.30,3.18,-37,28,531.00,66.00
4702.00,[17:18:01.2548485],37.00,88.00,1239.00,32.48,4.54,-37,48,319.00,355.00,689.00,16.25,3.14,-37,28,531.00,66.00
4703.00,[17:18:01.2629049],37.00,81.00,1229.00,32.22,4.45,-37,51,319.00,355.00,687.00,16.38,3.16,-37,32,531.00,66.00
4704.00,[17:18:01.2709612],-26.00,101.00,1169.00,32.29,4.43,-37,48,319.00,355.00,707.00,16.37,3.26,-37,34,531.00,66.00
4705.00,[17:18:01.2790176],-16.00,128.00,1186.00,32.49,4.34,-37,46,319.00,355.00,735.00,16.40,3.16,-37,51,531.00,66.00
4706.00,[17:18:01.2870740],3.00,194.00,1208.00,32.56,4.28,-37,49,318.00,356.00,358.00,16.36,3.27,10,72,529.80,67.00
4707.00,[17:18:01.2951304],-30.00,198.00,1168.00,32.39,4.42,-37,49,318.00,355.00,378.00,16.40,3.20,11,53,529.82,66.18
4708.00,[17:18:01.3031868],5.00,202.00,1209.00,32.55,4.44,-37,50,318.00,355.00,814.00,16.54,3.17,-37,57,530.00,66.00
4709.00,[17:18:01.3112431],-17.00,165.00,1183.00,32.43,4.42,-37,48,318.00,355.00,772.00,16.41,3.15,-37,48,530.00,66.00
4710.00,[17:18:01.3192995],-28.00,84.00,1167.00,32.30,4.54,-37,50,318.00,355.00,688.00,16.32,3.18,-37,43,530.00,66.00
4711.00,[17:18:01.3273559],-17.00,179.00,1183.00,32.44,4.54,-37,51,318.00,355.00,789.00,16.47,3.15,-37,57,530.00,66.00
4712.00,[17:18:01.3354123],-55.00,113.00,1147.00,32.49,4.54,-37,50,318.00,355.00,716.00,16.30,3.20,-37,49,530.00,66.00
4713.00,[17:18:01.3434686],-38.00,136.00,1163.00,32.45,4.44,-37,48,318.00,355.00,740.00,16.33,3.23,-37,46,530.00,66.00
4714.00,[17:18:01.3515250],-8.00,174.00,1197.00,32.56,4.47,-37,49,318.00,357.00,320.00,16.26,3.18,9,66,530.00,68.00
4715.00,[17:18:01.3595814],-1.00,206.00,1202.00,32.51,4.37,-37,48,318.00,356.00,402.00,16.30,3.19,12,45,530.00,67.50
4716.00,[17:18:01.3676378],-51.00,155.00,1147.00,32.37,4.44,-37,49,318.00,356.00,759.00,16.33,3.21,-37,38,530.00,67.00
4717.00,[17:18:01.3756941],43.00,145.00,1242.00,32.42,4.42,-37,52,318.00,356.00,754.00,16.46,3.23,-37,40,530.00,67.00
4718.00,[17:18:01.3837505],24.00,170.00,1229.00,32.57,4.44,-37,49,318.00,356.00,769.00,16.18,3.16,-37,53,530.00,67.00
4719.00,[17:18:01.3918069],-74.00,205.00,1120.00,32.26,4.45,-37,55,319.00,356.00,385.00,16.39,3.19,11,76,530.64,67.09
4720.00,[17:18:01.3998633],-11.00,277.00,1190.00,32.47,4.41,-37,47,318.00,356.00,491.00,16.50,3.25,13,102,530.46,67.15
4721.00,[17:18:01.4079196],-45.00,183.00,1162.00,32.62,4.42,-37,48,318.00,356.00,346.00,16.31,3.13,10,71,530.20,67.00
4722.00,[17:18:01.4159760],-21.00,186.00,1187.00,32.64,4.47,-37,48,318.00,356.00,786.00,16.21,3.16,-37,55,530.00,67.00
4723.00,[17:18:01.4240324],36.00,126.00,1237.00,32.47,4.41,-37,48,318.00,356.00,730.00,16.31,3.18,-37,49,530.00,67.00
4724.00,[17:18:01.4320888],31.00,59.00,1233.00,32.49,4.58,-37,50,318.00,356.00,658.00,16.20,3.22,-37,39,530.00,67.00
4725.00,[17:18:01.4401452],-31.00,159.00,1178.00,32.68,4.42,-37,48,318.00,356.00,761.00,16.27,3.11,-37,45,530.00,67.00
4726.00,[17:18:01.4482015],13.00,143.00,1227.00,32.81,4.55,-37,48,317.00,357.00,291.00,16.41,3.17,9,50,529.44,67.67
4727.00,[17:18:01.4562579],30.00,224.00,1241.00,32.73,4.57,-37,48,317.00,357.00,832.00,16.43,3.18,-37,42,529.00,68.00
4728.00,[17:18:01.4643143],-11.00,173.00,1195.00,32.61,4.54,-37,52,318.00,356.00,353.00,16.36,3.15,11,56,529.64,67.09
4729.00,[17:18:01.4723707],11.00,207.00,1212.00,32.45,4.51,-37,48,318.00,356.00,813.00,16.38,3.10,-37,53,530.00,67.00
4730.00,[17:18:01.4804270],-16.00,83.00,1191.00,32.62,4.49,-37,47,318.00,356.00,690.00,16.40,3.21,-37,36,530.00,67.00
4731.00,[17:18:01.4884834],-52.00,127.00,1155.00,32.63,4.59,-37,48,318.00,356.00,729.00,16.27,3.12,-37,38,530.00,67.00
4732.00,[17:18:01.4965398],-28.00,148.00,1181.00,32.68,4.34,-37,50,317.00,356.00,296.00,16.40,3.21,9,61,529.33,67.11
