FrameNum,timeInfo,signal-ap11,appsum-ap11,avgbkg-ap11,stdbkg-ap11,nmaskpx-ap11,maxpx-ap11,xcentroid-ap11,ycentroid-ap11
1552.00,[17:48:26.7991388],-8543.00,1082288.00,29481.93,2079.24,-37,42352,187.00,128.00
1553.00,[17:48:26.8322403],-5758.00,1081664.00,29389.79,2037.05,-37,40144,187.00,128.00
1554.00,[17:48:26.8653417],-8273.00,1077520.00,29345.76,2148.98,-37,39952,187.00,128.00
1555.00,[17:48:26.8984432],-6863.00,1073744.00,29205.61,1993.33,-37,38752,187.00,128.00
1556.00,[17:48:26.9315447],-6759.00,1076576.00,29279.32,2053.48,-37,39216,187.00,128.00
1557.00,[17:48:26.9646461],-8671.00,1071936.00,29205.61,2008.73,-37,39040,187.00,128.00
1558.00,[17:48:26.9977476],-6532.00,1076752.00,29277.95,2038.27,-37,40688,187.00,128.00
1559.00,[17:48:27.0308503],-6661.00,1081024.00,29396.88,2198.73,-37,39856,187.00,128.00
1560.00,[17:48:27.0639518],-12477.00,1076768.00,29439.05,2249.91,-37,40208,187.00,128.00
1561.00,[17:48:27.0970533],-12361.00,1076432.00,29426.85,2223.01,-37,40992,187.00,128.00
1562.00,[17:48:27.1301548],-10419.00,1073872.00,29305.16,2117.30,-37,40592,187.00,128.00
1563.00,[17:48:27.1632563],-8979.00,1078640.00,29395.12,2118.13,-37,40480,187.00,128.00
1564.00,[17:48:27.1963578],-9982.00,1076112.00,29353.90,2164.56,-37,39952,187.00,128.00
1565.00,[17:48:27.2294593],-7747.00,1074272.00,29243.76,2101.88,-37,40400,187.00,128.00
1566.00,[17:48:27.2625608],-9934.00,1075248.00,29329.23,2119.54,-37,40880,187.00,128.00
1567.00,[17:48:27.2956623],-8767.00,1079056.00,29400.62,2133.11,-37,39952,187.00,128.00
1568.00,[17:48:27.3287638],-7330.00,1080640.00,29404.58,2103.74,-37,41136,187.00,128.00
1569.00,[17:48:27.3618653],-9195.00,1077008.00,29356.83,2063.34,-37,41408,187.00,128.00
1570.00,[17:48:27.3949669],-11713.00,1080768.00,29526.51,2257.77,-37,41552,187.00,128.00
1571.00,[17:48:27.4280684],-9139.00,1086896.00,29622.56,2252.74,-37,43120,187.00,128.00
1572.00,[17:48:27.4611700],-6584.00,1088544.00,29598.05,2077.76,-37,43296,187.00,128.00
1573.00,[17:48:27.4942715],-14021.00,1085328.00,29712.14,2343.02,-37,42544,187.00,128.00
1574.00,[17:48:27.5273730],-14336.00,1084832.00,29707.25,2280.13,-37,42512,187.00,128.00
1575.00,[17:48:27.5604746],-7081.00,1084320.00,29497.32,2038.67,-37,41824,187.00,128.00
1576.00,[17:48:27.5935762],-6811.00,1087104.00,29565.26,2161.90,-37,40736,187.00,128.00
1577.00,[17:48:27.6266777],-12387.00,1082928.00,29603.12,2195.76,-37,40272,187.00,128.00
1578.00,[17:48:27.6597793],-7147.00,1086656.00,29562.26,2155.05,-37,41376,187.00,128.00
1579.00,[17:48:27.6928809],-6255.00,1084672.00,29484.52,2021.19,-37,42080,187.00,128.00
1580.00,[17:48:27.7259824],-8787.00,1084784.00,29555.97,2231.36,-37,41232,187.00,128.00
1581.00,[17:48:27.7590840],-5467.00,1086480.00,29512.07,2170.32,-37,40464,187.00,128.00
1582.00,[17:48:27.7921856],-4647.00,1084000.00,29422.90,2036.17,-37,40288,187.00,128.00
1583.00,[17:48:27.8252872],-6007.00,1082256.00,29412.51,2076.40,-37,40688,187.00,128.00
1584.00,[17:48:27.8583888],-9582.00,1080576.00,29463.73,2094.16,-37,39616,187.00,128.00
1585.00,[17:48:27.8914904],-7051.00,1081728.00,29426.46,2066.18,-37,39728,187.00,128.00
1586.00,[17:48:27.9245920],-4450.00,1080624.00,29326.33,1903.42,-37,40032,187.00,128.00
1587.00,[17:48:27.9576936],-7337.00,1082576.00,29457.10,2083.58,-37,41296,187.00,128.00
1588.00,[17:48:27.9907952],-4313.00,1089440.00,29560.90,2083.34,-37,42192,187.00,128.00
1589.00,[17:48:28.0238941],-7045.00,1091840.00,29699.59,2147.28,-37,41664,187.00,128.00
1590.00,[17:48:28.0569957],-9787.00,1088560.00,29685.06,2175.00,-37,41056,187.00,128.00
1591.00,[17:48:28.0900973],-2885.00,1090400.00,29548.24,2050.31,-37,41104,187.00,128.00
1592.00,[17:48:28.1231989],-9625.00,1085440.00,29596.34,2218.52,-37,40464,187.00,128.00
1593.00,[17:48:28.1563005],-7121.00,1085600.00,29532.99,2204.62,-37,40400,187.00,128.00
1594.00,[17:48:28.1894021],-4447.00,1083440.00,29402.34,2004.66,-37,40176,187.00,128.00
1595.00,[17:48:28.2225037],-7816.00,1082496.00,29467.90,2104.72,-37,39456,187.00,128.00
1596.00,[17:48:28.2556053],-6401.00,1084832.00,29492.79,2121.93,-37,40144,187.00,128.00
1597.00,[17:48:28.2887069],-6646.00,1082624.00,29439.73,2129.34,-37,40224,187.00,128.00
1598.00,[17:48:28.3218085],-4892.00,1081408.00,29359.45,2019.55,-37,39936,187.00,128.00
1599.00,[17:48:28.3549101],-9942.00,1078400.00,29414.64,2095.06,-37,40144,187.00,128.00
1600.00,[17:48:28.3880116],-5944.00,1082864.00,29427.25,2142.64,-37,39232,187.00,128.00
1601.00,[17:48:28.4211132],-6201.00,1084000.00,29464.89,2168.89,-37,40480,187.00,128.00
1602.00,[17:48:28.4542148],-12805.00,1076560.00,29442.31,2117.11,-37,39088,187.00,128.00
1603.00,[17:48:28.4873163],-7909.00,1077728.00,29341.54,2055.52,-37,39920,187.00,128.00
1604.00,[17:48:28.5204179],-10399.00,1078304.00,29424.41,2175.63,-37,39312,187.00,128.00
1605.00,[17:48:28.5535194],-7448.00,1077648.00,29326.92,2088.48,-37,38432,187.00,128.00
1606.00,[17:48:28.5866210],-3337.00,1078480.00,29238.29,2012.80,-37,38400,187.00,128.00
1607.00,[17:48:28.6197225],-4753.00,1078592.00,29279.59,2041.78,-37,39472,187.00,128.00
1608.00,[17:48:28.6528241],-3357.00,1081728.00,29326.62,2064.94,-37,40528,187.00,128.00
1609.00,[17:48:28.6859256],-8404.00,1079376.00,29399.46,2149.01,-37,39936,187.00,128.00
1610.00,[17:48:28.7190271],-6874.00,1080384.00,29385.36,2160.17,-37,39680,187.00,128.00
1611.00,[17:48:28.7521286],-9701.00,1078400.00,29408.14,2201.37,-37,39792,187.00,128.00
1612.00,[17:48:28.7852301],-5465.00,1076512.00,29242.62,1974.99,-37,40112,187.00,128.00
1613.00,[17:48:28.8183317],-10428.00,1074864.00,29332.20,2189.76,-37,39680,187.00,128.00
1614.00,[17:48:28.8514332],-9419.00,1073648.00,29272.07,2088.00,-37,40352,187.00,128.00
1615.00,[17:48:28.8845347],-6448.00,1075552.00,29243.25,2130.23,-37,39712,187.00,128.00
1616.00,[17:48:28.9176362],-8993.00,1070992.00,29188.79,2046.92,-37,39440,187.00,128.00
1617.00,[17:48:28.9507377],-5789.00,1074864.00,29206.84,2058.77,-37,39216,187.00,128.00
1618.00,[17:48:28.9838391],-10343.00,1066768.00,29111.11,1979.47,-37,39632,187.00,128.00
1619.00,[17:48:29.0169375],-5377.00,1071632.00,29108.34,2087.30,-37,37984,187.00,128.00
1620.00,[17:48:29.0500390],-9004.00,1064272.00,29007.46,2124.86,-37,37968,187.00,128.00
1621.00,[17:48:29.0831405],-7643.00,1067936.00,29069.69,2015.79,-37,37760,187.00,128.00
1622.00,[17:48:29.1162420],-8695.00,1067872.00,29096.41,2048.33,-37,38592,187.00,128.00
1623.00,[17:48:29.1493434],-3690.00,1068432.00,28976.28,1926.03,-37,38016,187.00,128.00
1624.00,[17:48:29.1824449],-4114.00,1064272.00,28875.31,1894.82,-37,38800,187.00,128.00
1625.00,[17:48:29.2155463],-4649.00,1072896.00,29122.85,2120.14,-37,38976,187.00,128.00
1626.00,[17:48:29.2486478],-1714.00,1071408.00,29003.31,1894.68,-37,38688,187.00,128.00
1627.00,[17:48:29.2817492],-1474.00,1072576.00,29028.38,2019.94,-37,38592,187.00,128.00
1628.00,[17:48:29.3148507],-5300.00,1072336.00,29125.29,2157.81,-37,39360,187.00,128.00
1629.00,[17:48:29.3479521],-5926.00,1076096.00,29243.83,2201.88,-37,38832,187.00,128.00
1630.00,[17:48:29.3810536],2629.00,1086384.00,29290.67,2321.64,-37,38640,187.00,128.00
1631.00,[17:48:29.4141550],14005.00,1100096.00,29353.82,2363.36,-37,41360,187.00,128.00
1632.00,[17:48:29.4472564],13560.00,1100000.00,29363.25,2296.56,-37,42064,187.00,128.00
1633.00,[17:48:29.4803578],13095.00,1093600.00,29202.85,2241.05,-37,40784,187.00,128.00
1634.00,[17:48:29.5134593],20815.00,1096560.00,29074.19,2158.25,-37,41808,187.00,128.00
1635.00,[17:48:29.5465607],13978.00,1085840.00,28969.24,2010.95,-37,38944,187.00,128.00
1636.00,[17:48:29.5796621],10433.00,1090256.00,29184.40,2282.20,-37,39424,187.00,128.00
1637.00,[17:48:29.6127635],8462.00,1087904.00,29174.10,2233.34,-37,38528,187.00,128.00
1638.00,[17:48:29.6458649],3255.00,1086784.00,29284.57,2333.04,-37,39024,187.00,128.00
1639.00,[17:48:29.6789663],11570.00,1093920.00,29252.71,2308.81,-37,41088,187.00,128.00
1640.00,[17:48:29.7120677],15030.00,1097136.00,29246.12,2353.89,-37,42208,187.00,128.00
1641.00,[17:48:29.7451691],15543.00,1096144.00,29205.42,2303.67,-37,39008,187.00,128.00
1642.00,[17:48:29.7782705],13125.00,1095152.00,29243.97,2287.07,-37,38416,187.00,128.00
1643.00,[17:48:29.8113719],6008.00,1083552.00,29122.82,2330.29,-37,37344,187.00,128.00
1644.00,[17:48:29.8444732],2545.00,1086704.00,29301.60,2390.64,-37,38864,187.00,128.00
1645.00,[17:48:29.8775746],7426.00,1090144.00,29262.66,2295.28,-37,37680,187.00,128.00
1646.00,[17:48:29.9106760],2069.00,1086016.00,29295.87,2305.64,-37,38688,187.00,128.00
1647.00,[17:48:29.9437773],3772.00,1089456.00,29342.80,2462.37,-37,39136,187.00,128.00
1648.00,[17:48:29.9768787],9155.00,1090368.00,29221.97,2192.67,-37,39120,187.00,128.00
1649.00,[17:48:30.0099812],7465.00,1092912.00,29336.41,2249.71,-37,39392,187.00,128.00
1650.00,[17:48:30.0430825],17473.00,1097296.00,29184.41,2253.48,-37,44800,187.00,128.00
1651.00,[17:48:30.0761839],12155.00,1097296.00,29328.14,2292.13,-37,41920,187.00,128.00
1652.00,[17:48:30.1092852],6035.00,1094240.00,29410.96,2412.77,-37,39488,187.00,128.00
1653.00,[17:48:30.1423866],11698.00,1096272.00,29312.81,2314.01,-37,39040,187.00,128.00
1654.00,[17:48:30.1754880],6870.00,1089792.00,29268.17,2344.44,-37,40208,187.00,128.00
1655.00,[17:48:30.2085894],7847.00,1093344.00,29337.76,2203.19,-37,39600,187.00,128.00
1656.00,[17:48:30.2416907],14188.00,1098416.00,29303.46,2213.67,-37,43408,187.00,128.00
1657.00,[17:48:30.2747921],16742.00,1100912.00,29301.88,2162.96,-37,43072,187.00,128.00
1658.00,[17:48:30.3078935],14684.00,1100272.00,29340.20,2274.01,-37,39904,187.00,128.00
1659.00,[17:48:30.3409949],15482.00,1094928.00,29174.21,2102.34,-37,38864,187.00,128.00
1660.00,[17:48:30.3740963],12526.00,1091504.00,29161.57,2177.08,-37,38464,187.00,128.00
1661.00,[17:48:30.4071977],7043.00,1091184.00,29301.11,2270.65,-37,38512,187.00,128.00
1662.00,[17:48:30.4402991],20225.00,1102432.00,29248.83,2163.67,-37,41168,187.00,128.00
1663.00,[17:48:30.4734006],8785.00,1098224.00,29444.30,2368.93,-37,41504,187.00,128.00
1664.00,[17:48:30.5065020],1395.00,1089984.00,29421.33,2400.58,-37,40160,187.00,128.00
1665.00,[17:48:30.5396034],13607.00,1097760.00,29301.42,2259.37,-37,39840,187.00,128.00
1666.00,[17:48:30.5727048],14292.00,1100144.00,29347.36,2373.70,-37,41856,187.00,128.00
1667.00,[17:48:30.6058062],14829.00,1096192.00,29226.03,2346.92,-37,42080,187.00,128.00
1668.00,[17:48:30.6389077],8699.00,1090464.00,29236.88,2258.46,-37,38880,187.00,128.00
1669.00,[17:48:30.6720091],9316.00,1093616.00,29305.41,2376.84,-37,40096,187.00,128.00
1670.00,[17:48:30.7051106],11822.00,1095744.00,29295.19,2322.88,-37,41088,187.00,128.00
1671.00,[17:48:30.7382120],2934.00,1080512.00,29123.73,2285.51,-37,38128,187.00,128.00
1672.00,[17:48:30.7713135],8398.00,1084192.00,29075.53,2155.65,-37,38480,187.00,128.00
1673.00,[17:48:30.8044149],4681.00,1081952.00,29115.43,2258.23,-37,37712,187.00,128.00
1674.00,[17:48:30.8375164],15364.00,1086176.00,28940.85,2074.89,-37,38416,187.00,128.00
1675.00,[17:48:30.8706178],3472.00,1076768.00,29008.00,2192.44,-37,37488,187.00,128.00
1676.00,[17:48:30.9037193],4947.00,1079168.00,29033.01,2201.56,-37,37568,187.00,128.00
1677.00,[17:48:30.9368208],3693.00,1081824.00,29138.69,2285.50,-37,38304,187.00,128.00
1678.00,[17:48:30.9699223],9663.00,1084640.00,29053.42,2167.76,-37,38304,187.00,128.00
1679.00,[17:48:31.0030248],14379.00,1087184.00,28994.74,2146.62,-37,37824,187.00,128.00
1680.00,[17:48:31.0361263],10728.00,1087792.00,29109.83,2175.54,-37,39040,187.00,128.00
1681.00,[17:48:31.0692278],9896.00,1089216.00,29170.82,2297.57,-37,38992,187.00,128.00
1682.00,[17:48:31.1023293],10671.00,1088272.00,29124.34,2244.48,-37,38752,187.00,128.00
1683.00,[17:48:31.1354308],6577.00,1084704.00,29138.55,2268.17,-37,38720,187.00,128.00
1684.00,[17:48:31.1685323],3109.00,1086064.00,29269.07,2448.39,-37,38144,187.00,128.00
1685.00,[17:48:31.2016338],11494.00,1089024.00,29122.44,2215.83,-37,38272,187.00,128.00
1686.00,[17:48:31.2347353],14545.00,1093328.00,29156.30,2327.49,-37,40160,187.00,128.00
1687.00,[17:48:31.2678369],14540.00,1092448.00,29132.64,2268.42,-37,39968,187.00,128.00
1688.00,[17:48:31.3009384],8583.00,1085536.00,29106.85,2095.52,-37,38368,187.00,128.00
1689.00,[17:48:31.3340399],14805.00,1098080.00,29277.69,2316.22,-37,40240,187.00,128.00
1690.00,[17:48:31.3671414],10079.00,1092064.00,29242.85,2266.49,-37,39808,187.00,128.00
1691.00,[17:48:31.4002430],10563.00,1091712.00,29220.24,2098.14,-37,38832,187.00,128.00
1692.00,[17:48:31.4333445],9587.00,1095872.00,29359.05,2300.09,-37,39248,187.00,128.00
1693.00,[17:48:31.4664461],14200.00,1103584.00,29442.82,2434.11,-37,45392,187.00,128.00
1694.00,[17:48:31.4995476],9487.00,1097136.00,29395.93,2241.10,-37,40576,187.00,128.00
1695.00,[17:48:31.5326492],13799.00,1104096.00,29467.49,2252.47,-37,40640,187.00,128.00
1696.00,[17:48:31.5657507],16857.00,1104688.00,29400.83,2195.27,-37,41472,187.00,128.00
1697.00,[17:48:31.5988523],15746.00,1100096.00,29306.76,2128.07,-37,41344,187.00,128.00
1698.00,[17:48:31.6319539],10963.00,1102208.00,29493.11,2373.96,-37,41888,187.00,128.00
1699.00,[17:48:31.6650554],9673.00,1096720.00,29379.66,2306.32,-37,40064,187.00,128.00
1700.00,[17:48:31.6981570],9939.00,1099600.00,29450.31,2278.39,-37,41264,187.00,128.00
1701.00,[17:48:31.7312586],10612.00,1099536.00,29430.37,2286.21,-37,40416,187.00,128.00
1702.00,[17:48:31.7643602],11239.00,1098848.00,29394.85,2265.26,-37,39680,187.00,128.00
1703.00,[17:48:31.7974618],14884.00,1099104.00,29303.25,2192.34,-37,39792,187.00,128.00
1704.00,[17:48:31.8305634],21195.00,1104064.00,29266.74,2262.35,-37,42432,187.00,128.00
1705.00,[17:48:31.8636650],14295.00,1102592.00,29413.42,2279.15,-37,43616,187.00,128.00
1706.00,[17:48:31.8967666],13578.00,1098336.00,29317.79,2132.21,-37,39408,187.00,128.00
1707.00,[17:48:31.9298682],12415.00,1099600.00,29383.38,2308.53,-37,39408,187.00,128.00
1708.00,[17:48:31.9629698],15445.00,1101840.00,29362.03,2332.08,-37,42064,187.00,128.00
1709.00,[17:48:31.9960714],9002.00,1094432.00,29335.93,2345.84,-37,38736,187.00,128.00
1710.00,[17:48:32.0291701],11457.00,1096688.00,29330.58,2347.30,-37,39712,187.00,128.00
1711.00,[17:48:32.0622717],8969.00,1094784.00,29346.34,2172.23,-37,40448,187.00,128.00
1712.00,[17:48:32.0953733],9425.00,1099648.00,29465.49,2392.29,-37,40576,187.00,128.00
1713.00,[17:48:32.1284749],14040.00,1100576.00,29365.83,2388.29,-37,41040,187.00,128.00
1714.00,[17:48:32.1615765],12466.00,1097248.00,29318.43,2196.94,-37,41888,187.00,128.00
1715.00,[17:48:32.1946782],10133.00,1094816.00,29315.76,2335.57,-37,40128,187.00,128.00
1716.00,[17:48:32.2277798],12655.00,1091504.00,29158.07,2164.69,-37,39792,187.00,128.00
1717.00,[17:48:32.2608814],13009.00,1094432.00,29227.66,2349.85,-37,40640,187.00,128.00
1718.00,[17:48:32.2939829],5798.00,1085616.00,29184.27,2289.20,-37,38720,187.00,128.00
1719.00,[17:48:32.3270845],6996.00,1088976.00,29242.71,2377.41,-37,39920,187.00,128.00
1720.00,[17:48:32.3601861],8137.00,1091040.00,29267.66,2365.39,-37,42160,187.00,128.00
1721.00,[17:48:32.3932877],13415.00,1097824.00,29308.34,2304.84,-37,44848,187.00,128.00
1722.00,[17:48:32.4263893],6041.00,1089072.00,29271.11,2229.78,-37,40256,187.00,128.00
1723.00,[17:48:32.4594908],8263.00,1091728.00,29282.85,2293.42,-37,41200,187.00,128.00
1724.00,[17:48:32.4925924],3351.00,1086832.00,29283.28,2241.21,-37,39840,187.00,128.00
1725.00,[17:48:32.5256940],11534.00,1094128.00,29259.31,2128.68,-37,40752,187.00,128.00
1726.00,[17:48:32.5587955],14328.00,1097344.00,29270.70,2270.68,-37,40272,187.00,128.00
1727.00,[17:48:32.5918971],6034.00,1088416.00,29253.56,2240.28,-37,38720,187.00,128.00
1728.00,[17:48:32.6249986],14828.00,1096528.00,29235.15,2243.54,-37,43296,187.00,128.00
1729.00,[17:48:32.6581002],17114.00,1096896.00,29183.31,2112.97,-37,44416,187.00,128.00
1730.00,[17:48:32.6912017],19308.00,1104208.00,29321.63,2258.40,-37,43072,187.00,128.00
1731.00,[17:48:32.7243032],5908.00,1092880.00,29377.61,2416.98,-37,39408,187.00,128.00
1732.00,[17:48:32.7574047],4232.00,1086624.00,29253.83,2248.77,-37,39584,187.00,128.00
1733.00,[17:48:32.7905063],8365.00,1092096.00,29290.03,2338.57,-37,39472,187.00,128.00
1734.00,[17:48:32.8236078],3807.00,1086896.00,29272.68,2301.25,-37,39808,187.00,128.00
1735.00,[17:48:32.8567093],6598.00,1087856.00,29223.19,2341.10,-37,39776,187.00,128.00
1736.00,[17:48:32.8898108],10091.00,1083984.00,29024.14,2154.75,-37,38896,187.00,128.00
1737.00,[17:48:32.9229123],16600.00,1092096.00,29067.45,2222.69,-37,39664,187.00,128.00
1738.00,[17:48:32.9560138],12163.00,1086608.00,29039.04,2201.40,-37,38832,187.00,128.00
1739.00,[17:48:32.9891153],2276.00,1079040.00,29101.73,2381.46,-37,38224,187.00,128.00
1740.00,[17:48:33.0222135],8204.00,1083440.00,29060.44,2374.41,-37,38016,187.00,128.00
1741.00,[17:48:33.0553150],-58.00,1075696.00,29074.42,2331.46,-37,39760,187.00,128.00
1742.00,[17:48:33.0884165],18352.00,1086928.00,28880.42,1962.57,-37,39104,187.00,128.00
1743.00,[17:48:33.1215179],11081.00,1086128.00,29055.32,2296.68,-37,38896,187.00,128.00
1744.00,[17:48:33.1546194],12344.00,1086864.00,29041.09,2257.78,-37,38944,187.00,128.00
1745.00,[17:48:33.1877209],9847.00,1078608.00,28885.42,2161.01,-37,37968,187.00,128.00
1746.00,[17:48:33.2208223],12689.00,1081472.00,28886.02,2167.65,-37,37648,187.00,128.00
1747.00,[17:48:33.2539238],15965.00,1083872.00,28862.36,2145.20,-37,38368,187.00,128.00
1748.00,[17:48:33.2870252],12186.00,1081616.00,28903.52,2143.37,-37,37936,187.00,128.00
1749.00,[17:48:33.3201267],13963.00,1086848.00,28996.88,2257.63,-37,38672,187.00,128.00
1750.00,[17:48:33.3532281],2831.00,1079440.00,29097.55,2336.23,-37,38432,187.00,128.00
1751.00,[17:48:33.3863296],13292.00,1085824.00,28987.35,2194.44,-37,38448,187.00,128.00
1752.00,[17:48:33.4194310],7777.00,1081488.00,29019.21,2195.75,-37,39232,187.00,128.00
1753.00,[17:48:33.4525325],634.00,1080352.00,29181.58,2345.22,-37,39728,187.00,128.00
1754.00,[17:48:33.4856339],10323.00,1083472.00,29004.03,2270.36,-37,38464,187.00,128.00
1755.00,[17:48:33.5187353],3942.00,1087008.00,29272.07,2452.99,-37,40784,187.00,128.00
1756.00,[17:48:33.5518367],9593.00,1087856.00,29142.24,2393.43,-37,40912,187.00,128.00
1757.00,[17:48:33.5849381],17049.00,1093664.00,29097.71,2169.01,-37,40976,187.00,128.00
1758.00,[17:48:33.6180395],16017.00,1097024.00,29216.41,2304.92,-37,41568,187.00,128.00
1759.00,[17:48:33.6511410],12158.00,1092688.00,29203.53,2328.99,-37,40032,187.00,128.00
1760.00,[17:48:33.6842424],5599.00,1080400.00,29048.68,2271.16,-37,38688,187.00,128.00
1761.00,[17:48:33.7173438],5934.00,1084448.00,29149.02,2314.56,-37,39056,187.00,128.00
1762.00,[17:48:33.7504451],8192.00,1090368.00,29248.00,2331.23,-37,40240,187.00,128.00
1763.00,[17:48:33.7835465],1585.00,1084000.00,29254.45,2340.91,-37,39728,187.00,128.00
1764.00,[17:48:33.8166479],4025.00,1090096.00,29353.28,2450.58,-37,39616,187.00,128.00
1765.00,[17:48:33.8497493],10223.00,1093568.00,29279.59,2372.11,-37,39632,187.00,128.00
1766.00,[17:48:33.8828507],12032.00,1094624.00,29259.25,2394.76,-37,40896,187.00,128.00
