FrameNum,timeInfo,signal-target
3562.00,[12:57:12.2067],2876.00
3563.00,[12:57:12.2267],9232.00
3564.00,[12:57:12.2468],-4201.00
3565.00,[12:57:12.2668],8518.00
3566.00,[12:57:12.2869],-2235.00
3567.00,[12:57:12.3069],482.000
3568.00,[12:57:12.3269],-3698.00
3569.00,[12:57:12.3470],-6557.00
3570.00,[12:57:12.3670],8172.00
3571.00,[12:57:12.3870],9912.00
3572.00,[12:57:12.4071],12074.0
3573.00,[12:57:12.4271],5537.00
3574.00,[12:57:12.4472],2282.00
3575.00,[12:57:12.4672],-5686.00
3576.00,[12:57:12.4872],750.000
3577.00,[12:57:12.5073],-265.000
3578.00,[12:57:12.5273],6868.00
3579.00,[12:57:12.5474],8021.00
3580.00,[12:57:12.5674],-1075.00
3581.00,[12:57:12.5874],4869.00
3582.00,[12:57:12.6075],1854.00
3583.00,[12:57:12.6275],5612.00
3584.00,[12:57:12.6475],6382.00
3585.00,[12:57:12.6676],138.000
3586.00,[12:57:12.6876],339.000
3587.00,[12:57:12.7077],-2498.00
3588.00,[12:57:12.7277],-2711.00
3589.00,[12:57:12.7477],10050.0
3590.00,[12:57:12.7678],-362.000
3591.00,[12:57:12.7878],-868.000
3592.00,[12:57:12.8079],2891.00
3593.00,[12:57:12.8279],-2669.00
3594.00,[12:57:12.8479],7700.00
3595.00,[12:57:12.8680],6529.00
3596.00,[12:57:12.8880],9045.00
3597.00,[12:57:12.9081],16221.0
3598.00,[12:57:12.9281],1460.00
3599.00,[12:57:12.9481],2502.00
3600.00,[12:57:12.9682],4048.00
3601.00,[12:57:12.9882],7198.00
3602.00,[12:57:13.0082],2091.00
3603.00,[12:57:13.0283],4474.00
3604.00,[12:57:13.0483],3461.00
3605.00,[12:57:13.0684],6479.00
3606.00,[12:57:13.0884],7789.00
3607.00,[12:57:13.1084],-441.000
3608.00,[12:57:13.1285],758.000
3609.00,[12:57:13.1485],2636.00
3610.00,[12:57:13.1686],-2290.00
3611.00,[12:57:13.1886],5022.00
3612.00,[12:57:13.2086],4887.00
3613.00,[12:57:13.2287],7809.00
3614.00,[12:57:13.2487],5791.00
3615.00,[12:57:13.2687],4125.00
3616.00,[12:57:13.2888],8406.00
3617.00,[12:57:13.3088],5067.00
3618.00,[12:57:13.3289],1132.00
3619.00,[12:57:13.3489],8105.00
3620.00,[12:57:13.3689],1293.00
3621.00,[12:57:13.3890],1911.00
3622.00,[12:57:13.4090],9001.00
3623.00,[12:57:13.4291],2276.00
3624.00,[12:57:13.4491],10239.0
3625.00,[12:57:13.4691],4888.00
3626.00,[12:57:13.4892],8509.00
3627.00,[12:57:13.5092],-1164.00
3628.00,[12:57:13.5293],-298.000
3629.00,[12:57:13.5493],10746.0
3630.00,[12:57:13.5693],5253.00
3631.00,[12:57:13.5894],5275.00
3632.00,[12:57:13.6094],9109.00
3633.00,[12:57:13.6294],10349.0
3634.00,[12:57:13.6495],-1454.00
3635.00,[12:57:13.6695],-3237.00
3636.00,[12:57:13.6896],2305.00
3637.00,[12:57:13.7096],2040.00
3638.00,[12:57:13.7296],1851.00
3639.00,[12:57:13.7497],162.000
3640.00,[12:57:13.7697],10432.0
3641.00,[12:57:13.7898],1862.00
3642.00,[12:57:13.8098],11207.0
3643.00,[12:57:13.8298],2227.00
3644.00,[12:57:13.8499],3836.00
3645.00,[12:57:13.8699],11538.0
3646.00,[12:57:13.8899],3000.00
3647.00,[12:57:13.9100],12674.0
3648.00,[12:57:13.9300],7707.00
3649.00,[12:57:13.9501],8192.00
3650.00,[12:57:13.9701],14576.0
3651.00,[12:57:13.9901],-6794.00
3652.00,[12:57:14.0102],5280.00
3653.00,[12:57:14.0302],9456.00
3654.00,[12:57:14.0503],7402.00
3655.00,[12:57:14.0703],7611.00
3656.00,[12:57:14.0903],209.000
3657.00,[12:57:14.1104],11301.0
3658.00,[12:57:14.1304],14373.0
3659.00,[12:57:14.1505],8057.00
3660.00,[12:57:14.1705],5160.00
3661.00,[12:57:14.1905],3570.00
3662.00,[12:57:14.2106],5248.00
3663.00,[12:57:14.2306],8133.00
3664.00,[12:57:14.2506],8753.00
3665.00,[12:57:14.2707],8390.00
3666.00,[12:57:14.2907],11645.0
3667.00,[12:57:14.3108],7752.00
3668.00,[12:57:14.3308],3489.00
3669.00,[12:57:14.3508],1255.00
3670.00,[12:57:14.3709],-3693.00
3671.00,[12:57:14.3909],1570.00
3672.00,[12:57:14.4110],-4313.00
3673.00,[12:57:14.4310],-1222.00
3674.00,[12:57:14.4510],-2519.00
3675.00,[12:57:14.4711],4809.00
3676.00,[12:57:14.4911],4133.00
3677.00,[12:57:14.5111],1777.00
3678.00,[12:57:14.5312],8647.00
3679.00,[12:57:14.5512],3644.00
3680.00,[12:57:14.5713],2816.00
3681.00,[12:57:14.5913],2844.00
3682.00,[12:57:14.6113],5427.00
3683.00,[12:57:14.6314],14259.0
3684.00,[12:57:14.6514],5698.00
3685.00,[12:57:14.6715],-2897.00
3686.00,[12:57:14.6915],-10.0000
3687.00,[12:57:14.7115],5875.00
3688.00,[12:57:14.7316],-201.000
3689.00,[12:57:14.7516],6350.00
3690.00,[12:57:14.7717],1228.00
3691.00,[12:57:14.7917],9503.00
3692.00,[12:57:14.8117],7787.00
3693.00,[12:57:14.8318],-185.000
3694.00,[12:57:14.8518],4232.00
3695.00,[12:57:14.8718],5447.00
3696.00,[12:57:14.8919],3740.00
3697.00,[12:57:14.9119],4445.00
3698.00,[12:57:14.9320],7012.00
3699.00,[12:57:14.9520],6122.00
3700.00,[12:57:14.9720],5696.00
3701.00,[12:57:14.9921],7084.00
3702.00,[12:57:15.0121],11465.0
3703.00,[12:57:15.0322],5102.00
3704.00,[12:57:15.0522],2880.00
3705.00,[12:57:15.0722],8238.00
3706.00,[12:57:15.0923],2039.00
3707.00,[12:57:15.1123],-804.000
3708.00,[12:57:15.1323],8261.00
3709.00,[12:57:15.1524],4310.00
3710.00,[12:57:15.1724],3956.00
3711.00,[12:57:15.1925],6711.00
3712.00,[12:57:15.2125],5751.00
3713.00,[12:57:15.2325],12494.0
3714.00,[12:57:15.2526],-1558.00
3715.00,[12:57:15.2726],8197.00
3716.00,[12:57:15.2927],4785.00
3717.00,[12:57:15.3127],4687.00
3718.00,[12:57:15.3327],1975.00
3719.00,[12:57:15.3528],13000.0
3720.00,[12:57:15.3728],11576.0
3721.00,[12:57:15.3929],3313.00
3722.00,[12:57:15.4129],-971.000
3723.00,[12:57:15.4329],6168.00
3724.00,[12:57:15.4530],-3724.00
3725.00,[12:57:15.4730],6247.00
3726.00,[12:57:15.4930],7245.00
3727.00,[12:57:15.5131],-1880.00
3728.00,[12:57:15.5331],3081.00
3729.00,[12:57:15.5532],4103.00
3730.00,[12:57:15.5732],6245.00
3731.00,[12:57:15.5932],4852.00
3732.00,[12:57:15.6133],3241.00
3733.00,[12:57:15.6333],3628.00
3734.00,[12:57:15.6534],11652.0
3735.00,[12:57:15.6734],3845.00
3736.00,[12:57:15.6934],3312.00
3737.00,[12:57:15.7135],4546.00
3738.00,[12:57:15.7335],3182.00
3739.00,[12:57:15.7535],809.000
3740.00,[12:57:15.7736],6364.00
3741.00,[12:57:15.7936],1282.00
3742.00,[12:57:15.8137],1026.00
3743.00,[12:57:15.8337],4505.00
3744.00,[12:57:15.8537],2146.00
3745.00,[12:57:15.8738],5192.00
3746.00,[12:57:15.8938],12767.0
3747.00,[12:57:15.9139],4800.00
3748.00,[12:57:15.9339],1831.00
3749.00,[12:57:15.9539],9359.00
3750.00,[12:57:15.9740],7596.00
3751.00,[12:57:15.9940],8531.00
3752.00,[12:57:16.0141],3852.00
3753.00,[12:57:16.0341],7575.00
3754.00,[12:57:16.0541],8487.00
3755.00,[12:57:16.0742],3564.00
3756.00,[12:57:16.0942],-5893.00
3757.00,[12:57:16.1142],3332.00
3758.00,[12:57:16.1343],9237.00
3759.00,[12:57:16.1543],4443.00
3760.00,[12:57:16.1744],3939.00
3761.00,[12:57:16.1944],-130.000
3762.00,[12:57:16.2144],4543.00
3763.00,[12:57:16.2345],3432.00
3764.00,[12:57:16.2545],6798.00
3765.00,[12:57:16.2746],-3108.00
3766.00,[12:57:16.2946],5998.00
3767.00,[12:57:16.3146],-860.000
3768.00,[12:57:16.3347],3830.00
3769.00,[12:57:16.3547],12269.0
3770.00,[12:57:16.3747],1296.00
3771.00,[12:57:16.3948],7049.00
3772.00,[12:57:16.4148],2864.00
3773.00,[12:57:16.4349],4298.00
3774.00,[12:57:16.4549],-2225.00
3775.00,[12:57:16.4749],14083.0
3776.00,[12:57:16.4950],4203.00
3777.00,[12:57:16.5150],-3498.00
3778.00,[12:57:16.5351],7519.00
3779.00,[12:57:16.5551],-667.000
3780.00,[12:57:16.5751],2718.00
3781.00,[12:57:16.5952],6596.00
3782.00,[12:57:16.6152],9970.00
3783.00,[12:57:16.6353],2083.00
3784.00,[12:57:16.6553],6482.00
3785.00,[12:57:16.6753],3482.00
3786.00,[12:57:16.6954],4961.00
3787.00,[12:57:16.7154],3441.00
3788.00,[12:57:16.7354],7769.00
3789.00,[12:57:16.7555],-3150.00
3790.00,[12:57:16.7755],7375.00
3791.00,[12:57:16.7956],-817.000
3792.00,[12:57:16.8156],1965.00
3793.00,[12:57:16.8356],13893.0
3794.00,[12:57:16.8557],6643.00
3795.00,[12:57:16.8757],3149.00
3796.00,[12:57:16.8958],9421.00
3797.00,[12:57:16.9158],8391.00
3798.00,[12:57:16.9358],9964.00
3799.00,[12:57:16.9559],4690.00
3800.00,[12:57:16.9759],4439.00
3801.00,[12:57:16.9959],4805.00
3802.00,[12:57:17.0160],8592.00
3803.00,[12:57:17.0360],5461.00
3804.00,[12:57:17.0561],9052.00
3805.00,[12:57:17.0761],12134.0
3806.00,[12:57:17.0961],7844.00
3807.00,[12:57:17.1162],10129.0
3808.00,[12:57:17.1362],-7597.00
3809.00,[12:57:17.1563],6227.00
3810.00,[12:57:17.1763],1866.00
3811.00,[12:57:17.1963],3550.00
3812.00,[12:57:17.2164],4885.00
3813.00,[12:57:17.2364],9310.00
3814.00,[12:57:17.2565],-1223.00
3815.00,[12:57:17.2765],7189.00
3816.00,[12:57:17.2965],4226.00
3817.00,[12:57:17.3166],-3908.00
3818.00,[12:57:17.3366],6104.00
3819.00,[12:57:17.3566],-5727.00
3820.00,[12:57:17.3767],5971.00
3821.00,[12:57:17.3967],-2187.00
3822.00,[12:57:17.4168],-1160.00
3823.00,[12:57:17.4368],6063.00
3824.00,[12:57:17.4568],9652.00
3825.00,[12:57:17.4769],4039.00
3826.00,[12:57:17.4969],8729.00
3827.00,[12:57:17.5170],7302.00
3828.00,[12:57:17.5370],5700.00
3829.00,[12:57:17.5570],7901.00
3830.00,[12:57:17.5771],9195.00
3831.00,[12:57:17.5971],2753.00
3832.00,[12:57:17.6171],1908.00
3833.00,[12:57:17.6372],-2334.00
3834.00,[12:57:17.6572],2855.00
3835.00,[12:57:17.6773],2230.00
3836.00,[12:57:17.6973],12474.0
3837.00,[12:57:17.7173],8774.00
3838.00,[12:57:17.7374],-2501.00
3839.00,[12:57:17.7574],14450.0
3840.00,[12:57:17.7775],8035.00
3841.00,[12:57:17.7975],3549.00
3842.00,[12:57:17.8175],3067.00
3843.00,[12:57:17.8376],3147.00
3844.00,[12:57:17.8576],6860.00
3845.00,[12:57:17.8777],7131.00
3846.00,[12:57:17.8977],13939.0
3847.00,[12:57:17.9177],-4439.00
3848.00,[12:57:17.9378],4971.00
3849.00,[12:57:17.9578],1021.00
3850.00,[12:57:17.9778],-81.0000
3851.00,[12:57:17.9979],7415.00
3852.00,[12:57:18.0179],6863.00
3853.00,[12:57:18.0380],10028.0
3854.00,[12:57:18.0580],711.000
3855.00,[12:57:18.0780],7472.00
3856.00,[12:57:18.0981],-2359.00
3857.00,[12:57:18.1181],4507.00
3858.00,[12:57:18.1382],7261.00
3859.00,[12:57:18.1582],-718.000
3860.00,[12:57:18.1782],6351.00
3861.00,[12:57:18.1983],-2592.00
3862.00,[12:57:18.2183],-2074.00
3863.00,[12:57:18.2383],6207.00
3864.00,[12:57:18.2584],7454.00
3865.00,[12:57:18.2784],6403.00
3866.00,[12:57:18.2985],2619.00
3867.00,[12:57:18.3185],677.000
3868.00,[12:57:18.3385],12450.0
3869.00,[12:57:18.3586],-1405.00
3870.00,[12:57:18.3786],-3334.00
3871.00,[12:57:18.3987],11978.0
3872.00,[12:57:18.4187],2922.00
3873.00,[12:57:18.4387],1542.00
3874.00,[12:57:18.4588],4603.00
3875.00,[12:57:18.4788],4155.00
3876.00,[12:57:18.4989],1321.00
3877.00,[12:57:18.5189],4041.00
3878.00,[12:57:18.5389],3561.00
3879.00,[12:57:18.5590],6364.00
3880.00,[12:57:18.5790],1692.00
3881.00,[12:57:18.5990],7321.00
3882.00,[12:57:18.6191],5403.00
3883.00,[12:57:18.6391],8642.00
3884.00,[12:57:18.6592],5624.00
3885.00,[12:57:18.6792],3423.00
3886.00,[12:57:18.6992],2278.00
3887.00,[12:57:18.7193],8838.00
3888.00,[12:57:18.7393],2305.00
3889.00,[12:57:18.7594],-909.000
3890.00,[12:57:18.7794],13189.0
3891.00,[12:57:18.7994],4200.00
3892.00,[12:57:18.8195],6679.00
3893.00,[12:57:18.8395],2056.00
3894.00,[12:57:18.8595],3904.00
3895.00,[12:57:18.8796],6849.00
3896.00,[12:57:18.8996],11477.0
3897.00,[12:57:18.9197],-3452.00
3898.00,[12:57:18.9397],3033.00
3899.00,[12:57:18.9597],6676.00
3900.00,[12:57:18.9798],10002.0
3901.00,[12:57:18.9998],1551.00
3902.00,[12:57:19.0199],5905.00
3903.00,[12:57:19.0399],12572.0
3904.00,[12:57:19.0599],1193.00
3905.00,[12:57:19.0800],8035.00
3906.00,[12:57:19.1000],13031.0
3907.00,[12:57:19.1201],3724.00
3908.00,[12:57:19.1401],265.000
3909.00,[12:57:19.1601],4486.00
3910.00,[12:57:19.1802],3361.00
3911.00,[12:57:19.2002],12208.0
3912.00,[12:57:19.2202],7525.00
3913.00,[12:57:19.2403],-11191.0
3914.00,[12:57:19.2603],2733.00
3915.00,[12:57:19.2804],-3767.00
3916.00,[12:57:19.3004],11126.0
3917.00,[12:57:19.3204],-1263.00
3918.00,[12:57:19.3405],-42.0000
3919.00,[12:57:19.3605],7205.00
3920.00,[12:57:19.3806],1733.00
3921.00,[12:57:19.4006],4197.00
3922.00,[12:57:19.4206],2818.00
3923.00,[12:57:19.4407],7121.00
3924.00,[12:57:19.4607],4997.00
3925.00,[12:57:19.4807],7377.00
3926.00,[12:57:19.5008],8291.00
3927.00,[12:57:19.5208],2416.00
3928.00,[12:57:19.5409],9387.00
3929.00,[12:57:19.5609],10388.0
3930.00,[12:57:19.5809],4278.00
3931.00,[12:57:19.6010],4238.00
3932.00,[12:57:19.6210],4091.00
3933.00,[12:57:19.6411],3273.00
3934.00,[12:57:19.6611],4249.00
3935.00,[12:57:19.6811],6342.00
3936.00,[12:57:19.7012],5830.00
3937.00,[12:57:19.7212],3025.00
3938.00,[12:57:19.7412],8752.00
3939.00,[12:57:19.7613],10289.0
3940.00,[12:57:19.7813],7107.00
3941.00,[12:57:19.8014],-154.000
3942.00,[12:57:19.8214],5026.00
3943.00,[12:57:19.8414],2682.00
3944.00,[12:57:19.8615],-767.000
3945.00,[12:57:19.8815],-2053.00
3946.00,[12:57:19.9016],-247.000
3947.00,[12:57:19.9216],6813.00
3948.00,[12:57:19.9416],8873.00
3949.00,[12:57:19.9617],3888.00
3950.00,[12:57:19.9817],2129.00
3951.00,[12:57:20.0018],12933.0
3952.00,[12:57:20.0218],3322.00
3953.00,[12:57:20.0418],5156.00
3954.00,[12:57:20.0619],3597.00
3955.00,[12:57:20.0819],4790.00
3956.00,[12:57:20.1019],9602.00
3957.00,[12:57:20.1220],4613.00
3958.00,[12:57:20.1420],11911.0
3959.00,[12:57:20.1621],4396.00
3960.00,[12:57:20.1821],7320.00
3961.00,[12:57:20.2021],10614.0
3962.00,[12:57:20.2222],8791.00
3963.00,[12:57:20.2422],8225.00
3964.00,[12:57:20.2623],7036.00
3965.00,[12:57:20.2823],6958.00
3966.00,[12:57:20.3023],7433.00
3967.00,[12:57:20.3224],4924.00
3968.00,[12:57:20.3424],223.000
3969.00,[12:57:20.3624],4604.00
3970.00,[12:57:20.3825],2827.00
3971.00,[12:57:20.4025],-72.0000
3972.00,[12:57:20.4226],-1423.00
3973.00,[12:57:20.4426],10432.0
3974.00,[12:57:20.4626],2907.00
3975.00,[12:57:20.4827],1412.00
3976.00,[12:57:20.5027],5172.00
3977.00,[12:57:20.5228],11747.0
3978.00,[12:57:20.5428],2695.00
3979.00,[12:57:20.5628],11037.0
3980.00,[12:57:20.5829],6882.00
3981.00,[12:57:20.6029],2018.00
3982.00,[12:57:20.6230],-3645.00
3983.00,[12:57:20.6430],7542.00
3984.00,[12:57:20.6630],-7882.00
3985.00,[12:57:20.6831],-162.000
3986.00,[12:57:20.7031],5049.00
3987.00,[12:57:20.7231],8923.00
3988.00,[12:57:20.7432],10291.0
3989.00,[12:57:20.7632],-4023.00
3990.00,[12:57:20.7833],11665.0
3991.00,[12:57:20.8033],11191.0
3992.00,[12:57:20.8233],3513.00
3993.00,[12:57:20.8434],5979.00
3994.00,[12:57:20.8634],6885.00
3995.00,[12:57:20.8835],10103.0
3996.00,[12:57:20.9035],15561.0
3997.00,[12:57:20.9235],-191.000
3998.00,[12:57:20.9436],-2107.00
3999.00,[12:57:20.9636],5244.00
4000.00,[12:57:20.9836],8405.00
