# PyMovie Version 3.6.3
# source: D:/#Okultasi/DATA PENGAMATAN/2022-08-08/Sao184652/00_45_01
#
# lunar background: False
# yellow mask = default: False
#
# aperture name: obj
# ____ aperture size: 51
# ____ x,y: (387, 221)
# ____ threshold: 1682
# ____ def mask radius: 3.2
# ____ color: yellow
# ____ joggable: True
# ____ auto textOut: True
# ____ thumbnail source: True
# ____ csv output order: 4
#
# date at frame 0: 2022-08-07
FrameNum,timeInfo,signal-obj,appsum-obj,avgbkg-obj,stdbkg-obj,nmaskpx-obj,maxpx-obj,xcentroid-obj,ycentroid-obj
2565.00,[17:45:27.2628469],126407.00,398128.00,8233.96,817.04,33,21520,374.21,214.09
2566.00,[17:45:27.2729465],136188.00,408512.00,8252.23,814.78,33,21456,374.24,213.91
2567.00,[17:45:27.2830461],152437.00,440544.00,8231.64,816.81,35,21296,374.20,214.09
2568.00,[17:45:27.2931458],155316.00,468224.00,8234.42,803.43,38,21104,374.26,213.79
2569.00,[17:45:27.3032454],131416.00,419472.00,8230.18,820.65,35,20576,374.51,214.00
2570.00,[17:45:27.3133451],102958.00,342432.00,8257.74,820.17,29,16384,374.59,214.03
2571.00,[17:45:27.3234447],66045.00,238784.00,8225.67,825.95,21,15296,374.57,213.52
2572.00,[17:45:27.3335443],70075.00,276768.00,8267.71,843.37,25,19872,374.56,213.32
2573.00,[17:45:27.3436440],84613.00,290624.00,8240.43,816.96,25,22224,375.00,213.20
2574.00,[17:45:27.3537436],87345.00,284272.00,8205.27,796.43,24,24784,374.88,212.67
2575.00,[17:45:27.3638432],103084.00,284832.00,8261.28,821.22,22,29344,374.91,212.91
2576.00,[17:45:27.3739429],108749.00,323408.00,8256.11,813.35,26,26192,375.00,213.50
2577.00,[17:45:27.3840425],73433.00,221312.00,8215.51,819.28,18,21104,374.50,214.00
2578.00,[17:45:27.3941421],66174.00,230896.00,8236.09,843.20,20,18080,375.10,214.20
2579.00,[17:45:27.4042418],64716.00,221424.00,8247.80,817.01,19,17216,374.47,213.84
2580.00,[17:45:27.4143414],100530.00,315088.00,8252.24,815.61,26,16032,374.46,213.15
2581.00,[17:45:27.4244410],101669.00,316976.00,8281.04,825.68,26,19776,374.27,213.65
2582.00,[17:45:27.4345406],62568.00,218992.00,8232.84,812.73,19,16256,374.53,213.84
2583.00,[17:45:27.4446402],69368.00,250624.00,8238.91,801.78,22,15648,375.14,213.77
2584.00,[17:45:27.4547399],80878.00,262880.00,8272.82,795.99,22,16768,375.41,213.77
2585.00,[17:45:27.4648395],98501.00,320288.00,8214.34,799.42,27,17952,375.63,213.41
2586.00,[17:45:27.4749391],76519.00,291632.00,8273.57,824.77,26,14976,375.08,213.58
2587.00,[17:45:27.4850387],68658.00,258688.00,8262.19,824.66,23,14976,375.39,212.70
2588.00,[17:45:27.4951383],96633.00,335712.00,8244.09,820.60,29,15808,375.45,212.79
2589.00,[17:45:27.5052379],149000.00,463088.00,8265.48,819.78,38,18208,375.84,212.95
2590.00,[17:45:27.5153376],155903.00,477936.00,8257.25,814.28,39,18880,375.74,213.08
2591.00,[17:45:27.5254372],122787.00,387328.00,8266.91,829.40,32,18752,376.25,213.09
2592.00,[17:45:27.5355368],73853.00,271408.00,8231.47,836.47,24,15424,376.50,213.21
2593.00,[17:45:27.5456364],99106.00,337936.00,8235.50,806.95,29,18048,376.45,212.38
2594.00,[17:45:27.5557360],118977.00,416624.00,8267.98,822.91,36,16512,376.31,213.28
2595.00,[17:45:27.5658356],98002.00,354432.00,8271.94,845.08,31,15040,376.45,213.71
2596.00,[17:45:27.5759352],125608.00,448400.00,8276.72,827.21,39,15808,376.08,213.51
2597.00,[17:45:27.5860348],127408.00,442128.00,8282.11,819.96,38,17568,375.76,213.08
2598.00,[17:45:27.5961344],113222.00,411264.00,8278.96,831.62,36,15840,376.00,213.50
2599.00,[17:45:27.6062340],74273.00,297312.00,8260.69,816.50,27,13920,376.33,213.22
2600.00,[17:45:27.6163336],68875.00,274832.00,8238.30,831.22,25,14240,376.08,213.80
2601.00,[17:45:27.6264332],114601.00,412352.00,8270.87,812.19,36,16704,375.94,213.72
2602.00,[17:45:27.6365328],131713.00,429472.00,8271.08,808.20,36,17984,375.83,213.39
2603.00,[17:45:27.6466324],141074.00,496000.00,8254.09,830.02,43,18144,374.98,212.28
2604.00,[17:45:27.6567320],184329.00,597232.00,8258.06,848.33,50,18496,375.20,211.84
2605.00,[17:45:27.6668316],149236.00,496032.00,8257.05,839.88,42,23248,375.05,211.17
2606.00,[17:45:27.6769312],77924.00,317216.00,8251.46,823.09,29,16736,374.76,211.31
2607.00,[17:45:27.6870307],102148.00,365776.00,8238.37,835.62,32,19392,375.22,211.25
2608.00,[17:45:27.6971303],173762.00,486912.00,8240.78,825.70,38,22320,375.47,210.66
2609.00,[17:45:27.7072299],168336.00,481696.00,8246.31,805.21,38,22512,375.47,211.37
2610.00,[17:45:27.7173295],154118.00,491968.00,8240.25,826.02,41,20416,375.34,211.59
2611.00,[17:45:27.7274291],146917.00,501504.00,8246.21,811.25,43,20848,375.56,211.86
2612.00,[17:45:27.7375287],136814.00,459936.00,8285.17,837.90,39,18976,374.82,211.90
2613.00,[17:45:27.7476282],117429.00,414688.00,8257.20,841.62,36,17472,374.53,212.19
2614.00,[17:45:27.7577278],128452.00,408624.00,8240.35,816.45,34,17312,374.29,212.62
2615.00,[17:45:27.7678274],145160.00,450464.00,8251.47,822.46,37,18272,373.97,213.22
2616.00,[17:45:27.7779270],208440.00,581184.00,8283.21,829.44,45,22480,373.56,213.76
2617.00,[17:45:27.7880265],282452.00,745888.00,8275.64,817.62,56,24720,374.02,213.88
2618.00,[17:45:27.7981261],300744.00,779600.00,8256.13,854.66,58,35392,374.34,213.84
2619.00,[17:45:27.8082257],286219.00,715808.00,8261.32,837.76,52,39216,374.17,214.06
2620.00,[17:45:27.8183253],319311.00,782272.00,8267.16,835.58,56,42192,374.54,214.30
2621.00,[17:45:27.8284248],247326.00,678176.00,8285.57,856.49,52,32832,374.85,213.92
2622.00,[17:45:27.8385244],196964.00,651504.00,8264.37,825.18,55,22928,374.71,213.22
2623.00,[17:45:27.8486240],231189.00,651152.00,8234.56,832.02,51,33184,374.69,212.76
2624.00,[17:45:27.8587235],237112.00,608112.00,8244.44,810.17,45,25040,374.71,212.56
2625.00,[17:45:27.8688231],255947.00,668576.00,8252.59,843.33,50,30784,374.74,212.82
2626.00,[17:45:27.8789226],277895.00,732736.00,8269.84,827.35,55,23632,374.93,213.33
2627.00,[17:45:27.8890222],258337.00,710784.00,8226.30,845.33,55,23824,374.91,213.16
2628.00,[17:45:27.8991218],225494.00,622256.00,8265.88,831.75,48,22160,374.29,212.94
2629.00,[17:45:27.9092213],219284.00,640928.00,8267.53,828.69,51,23760,374.27,212.08
2630.00,[17:45:27.9193209],205294.00,608176.00,8222.08,838.48,49,24656,374.00,212.16
2631.00,[17:45:27.9294204],215925.00,652336.00,8234.16,848.12,53,20816,374.28,212.45
2632.00,[17:45:27.9395200],248800.00,750272.00,8220.85,817.72,61,23440,374.44,212.44
2633.00,[17:45:27.9496195],263361.00,724080.00,8227.12,838.94,56,33280,374.61,212.39
2634.00,[17:45:27.9597191],204646.00,598976.00,8215.20,816.15,48,23184,375.19,212.25
2635.00,[17:45:27.9698186],170846.00,543808.00,8288.05,822.64,45,23216,375.58,212.71
2636.00,[17:45:27.9799182],147483.00,494144.00,8253.84,818.40,42,20608,375.88,212.69
2637.00,[17:45:27.9900177],121590.00,426656.00,8245.02,815.81,37,16640,376.35,212.89
2638.00,[17:45:28.0001233],158435.00,530336.00,8264.46,831.12,45,17792,376.11,212.04
2639.00,[17:45:28.0102228],196660.00,593872.00,8275.25,814.38,48,22064,375.92,211.79
2640.00,[17:45:28.0203223],153109.00,474144.00,8231.68,814.04,39,20544,376.05,211.69
2641.00,[17:45:28.0304219],149522.00,461600.00,8212.57,820.66,38,20608,376.26,211.53
2642.00,[17:45:28.0405214],172583.00,528688.00,8281.52,816.99,43,19264,376.28,212.51
2643.00,[17:45:28.0506210],144264.00,433296.00,8258.04,840.47,35,17856,376.23,213.00
2644.00,[17:45:28.0607205],93753.00,308176.00,8247.06,799.84,26,17792,376.15,212.92
2645.00,[17:45:28.0708201],30730.00,129648.00,8243.19,790.04,12,12640,375.58,213.42
2646.00,[17:45:28.0809196],56348.00,360928.00,8231.90,809.20,-37,12768,376.00,213.00
2647.00,[17:45:28.0910192],42181.00,347952.00,8264.09,804.88,-37,12336,376.00,213.00
2648.00,[17:45:28.1011187],40078.00,155920.00,8274.41,836.93,14,15104,376.50,211.86
2649.00,[17:45:28.1112183],49380.00,181056.00,8229.76,811.58,16,18816,376.38,211.44
2650.00,[17:45:28.1213178],42817.00,150192.00,8259.60,804.49,13,18688,376.38,211.38
2651.00,[17:45:28.1314174],43153.00,166768.00,8241.01,804.17,15,14912,376.27,212.07
2652.00,[17:45:28.1415169],126510.00,398688.00,8247.81,813.24,33,21296,375.76,212.39
2653.00,[17:45:28.1516165],197192.00,578336.00,8285.74,837.79,46,27184,375.76,212.13
2654.00,[17:45:28.1617161],215395.00,620128.00,8259.85,831.28,49,22128,374.96,212.04
2655.00,[17:45:28.1718156],194778.00,592400.00,8283.80,848.77,48,23824,374.83,212.62
2656.00,[17:45:28.1819152],165702.00,536848.00,8247.68,828.65,45,21520,375.04,212.82
2657.00,[17:45:28.1920148],152008.00,499520.00,8274.09,841.97,42,25584,375.33,212.90
2658.00,[17:45:28.2021143],140019.00,470608.00,8264.74,838.72,40,20096,374.93,213.20
2659.00,[17:45:28.2122139],186991.00,592656.00,8278.88,832.61,49,24048,374.80,213.27
2660.00,[17:45:28.2223135],204974.00,636992.00,8308.03,846.76,52,24272,374.62,213.15
2661.00,[17:45:28.2324130],247874.00,710768.00,8265.97,840.64,56,23056,374.55,212.84
2662.00,[17:45:28.2425126],262165.00,717472.00,8278.32,836.97,55,22544,374.36,212.89
2663.00,[17:45:28.2526122],259982.00,714272.00,8259.81,816.09,55,23728,374.51,213.58
2664.00,[17:45:28.2627118],232944.00,637920.00,8264.81,807.82,49,25776,374.84,214.06
2665.00,[17:45:28.2728113],257176.00,693776.00,8237.74,852.47,53,22832,374.70,213.25
2666.00,[17:45:28.2829109],230656.00,618992.00,8262.46,821.18,47,24976,374.62,213.43
2667.00,[17:45:28.2930105],260264.00,706128.00,8256.75,831.54,54,26576,374.43,213.13
2668.00,[17:45:28.3031101],258877.00,704768.00,8257.24,828.74,54,23376,374.50,213.30
2669.00,[17:45:28.3132097],242797.00,672592.00,8265.28,821.48,52,24944,374.21,213.23
2670.00,[17:45:28.3233093],234912.00,632304.00,8278.99,828.88,48,29536,374.15,213.48
2671.00,[17:45:28.3334088],213322.00,568064.00,8249.82,825.73,43,27856,374.14,213.35
2672.00,[17:45:28.3435084],214709.00,595696.00,8282.32,833.80,46,29504,374.00,213.15
2673.00,[17:45:28.3536080],193628.00,548448.00,8251.63,821.02,43,26544,373.95,213.37
2674.00,[17:45:28.3637076],168558.00,565856.00,8277.05,822.48,48,19776,374.12,213.52
2675.00,[17:45:28.3738072],135726.00,498320.00,8240.77,824.06,44,16448,374.07,213.07
2676.00,[17:45:28.3839068],196369.00,600720.00,8252.07,818.03,49,22096,374.14,212.67
2677.00,[17:45:28.3940064],227710.00,658016.00,8275.12,821.70,52,28992,373.92,212.79
2678.00,[17:45:28.4041060],235961.00,633808.00,8288.47,813.65,48,24528,374.06,212.69
2679.00,[17:45:28.4142056],211747.00,606240.00,8218.60,822.19,48,26352,374.15,212.65
2680.00,[17:45:28.4243052],229476.00,658448.00,8249.45,827.98,52,27536,374.15,212.75
2681.00,[17:45:28.4344048],249262.00,695664.00,8266.70,824.82,54,21488,374.13,212.44
2682.00,[17:45:28.4445044],252014.00,690768.00,8278.38,807.83,53,24528,374.36,212.40
2683.00,[17:45:28.4546040],192333.00,556256.00,8270.98,806.44,44,23504,374.52,212.68
2684.00,[17:45:28.4647036],139790.00,470688.00,8272.46,840.20,40,16288,374.40,212.88
2685.00,[17:45:28.4748032],84731.00,332176.00,8248.16,813.32,30,14976,374.67,212.63
2686.00,[17:45:28.4849028],65456.00,254944.00,8238.62,834.61,23,15328,374.26,211.39
2687.00,[17:45:28.4950024],67646.00,265200.00,8231.43,844.47,24,15136,374.58,211.33
2688.00,[17:45:28.5051020],71037.00,276256.00,8208.77,812.67,25,14464,374.56,211.44
2689.00,[17:45:28.5152016],69542.00,275152.00,8224.40,817.67,25,15040,374.88,211.04
2690.00,[17:45:28.5253013],29626.00,120144.00,8228.91,820.68,11,12272,374.64,210.64
2691.00,[17:45:28.5354009],21915.00,96032.00,8235.17,815.31,9,12672,374.56,210.67
2692.00,[17:45:28.5455005],96163.00,360672.00,8265.90,839.95,32,17344,373.31,210.94
2693.00,[17:45:28.5556001],123248.00,430144.00,8294.48,823.54,37,19136,373.27,212.00
2694.00,[17:45:28.5656997],123353.00,403744.00,8246.79,827.48,34,19232,373.38,211.50
2695.00,[17:45:28.5757993],116218.00,405216.00,8257.08,825.76,35,17472,373.89,211.63
2696.00,[17:45:28.5858990],97090.00,353136.00,8259.56,833.21,31,14496,373.87,211.42
2697.00,[17:45:28.5959986],108202.00,388288.00,8237.81,803.15,34,16576,374.18,211.59
2698.00,[17:45:28.6060982],95839.00,318512.00,8247.15,829.16,27,19520,374.70,212.00
2699.00,[17:45:28.6161978],131645.00,387536.00,8254.54,840.10,31,22544,374.58,211.94
2700.00,[17:45:28.6262975],146154.00,427088.00,8262.76,827.58,34,21936,374.26,212.65
2701.00,[17:45:28.6363971],132663.00,397856.00,8287.29,818.08,32,22256,374.75,213.72
2702.00,[17:45:28.6464967],138055.00,460752.00,8274.29,838.39,39,21296,375.03,214.00
2703.00,[17:45:28.6565963],96385.00,337232.00,8305.06,823.91,29,17600,375.48,213.86
2704.00,[17:45:28.6666960],115751.00,430144.00,8273.51,820.48,38,15744,376.03,213.26
2705.00,[17:45:28.6767956],105117.00,403552.00,8289.87,839.99,36,20544,376.28,212.58
2706.00,[17:45:28.6868952],41060.00,181648.00,8269.89,839.02,17,14208,375.88,210.41
2707.00,[17:45:28.6969949],25124.00,108096.00,8297.18,838.87,10,12464,376.00,215.50
2708.00,[17:45:28.7070945],43269.00,158656.00,8241.95,815.39,14,14208,374.79,209.21
2709.00,[17:45:28.7171941],96012.00,351088.00,8228.26,824.05,31,15424,375.23,210.84
2710.00,[17:45:28.7272938],121896.00,460256.00,8252.69,832.34,41,14272,374.85,211.44
2711.00,[17:45:28.7373934],122199.00,427392.00,8248.46,815.26,37,15680,374.97,211.49
2712.00,[17:45:28.7474931],91999.00,347072.00,8228.16,841.44,31,16128,374.52,210.81
2713.00,[17:45:28.7575927],114335.00,411584.00,8256.92,807.08,36,17152,374.39,211.03
2714.00,[17:45:28.7676924],147081.00,445056.00,8277.09,825.93,36,23376,374.25,211.75
2715.00,[17:45:28.7777920],148943.00,479520.00,8264.43,819.33,40,19200,373.80,211.72
2716.00,[17:45:28.7878916],176815.00,563424.00,8225.73,827.34,47,18304,373.57,210.91
2717.00,[17:45:28.7979913],171365.00,528480.00,8305.00,818.35,43,24432,373.33,210.67
2718.00,[17:45:28.8080909],211829.00,608720.00,8268.56,812.88,48,22256,373.52,211.29
2719.00,[17:45:28.8181906],214884.00,594880.00,8260.79,804.20,46,23440,373.96,211.24
2720.00,[17:45:28.8282902],174279.00,528000.00,8226.07,823.24,43,18304,374.58,211.72
2721.00,[17:45:28.8383899],174968.00,539696.00,8289.28,836.94,44,19360,374.61,211.80
2722.00,[17:45:28.8484896],127441.00,433280.00,8265.93,837.86,37,18080,374.70,212.14
2723.00,[17:45:28.8585892],89846.00,321088.00,8258.65,817.74,28,15200,374.86,211.64
2724.00,[17:45:28.8686889],91195.00,313920.00,8249.06,802.08,27,15680,374.93,211.41
2725.00,[17:45:28.8787885],89580.00,337488.00,8263.60,819.97,30,14368,374.47,211.73
2726.00,[17:45:28.8888882],118785.00,423712.00,8241.27,821.42,37,14816,374.59,211.62
2727.00,[17:45:28.8989878],108548.00,372816.00,8258.37,806.45,32,19040,374.59,211.53
2728.00,[17:45:28.9090875],148859.00,487152.00,8251.05,804.64,41,17696,374.24,211.66
2729.00,[17:45:28.9191872],148991.00,504976.00,8278.73,811.02,43,17632,374.19,211.44
2730.00,[17:45:28.9292868],130248.00,419440.00,8262.64,837.31,35,19104,373.80,211.40
2731.00,[17:45:28.9393865],110334.00,358224.00,8263.02,822.79,30,21328,374.13,211.43
2732.00,[17:45:28.9494862],65272.00,238576.00,8252.58,819.64,21,14848,373.81,211.52
2733.00,[17:45:28.9595858],44966.00,152192.00,8248.16,802.92,13,17088,374.31,211.92
2734.00,[17:45:28.9696855],52091.00,183968.00,8242.32,821.25,16,15840,374.44,212.25
2735.00,[17:45:28.9797852],52155.00,200384.00,8234.92,825.67,18,15232,374.33,212.00
2736.00,[17:45:28.9898849],92007.00,307376.00,8283.40,813.28,26,18368,374.04,211.77
2737.00,[17:45:28.9999845],91231.00,322880.00,8273.19,811.96,28,15680,374.18,211.75
2738.00,[17:45:29.0100904],106102.00,362416.00,8268.20,823.38,31,17472,374.55,212.06
2739.00,[17:45:29.0201901],102888.00,367168.00,8258.75,840.12,32,18720,375.00,212.00
2740.00,[17:45:29.0302898],66446.00,248256.00,8264.09,843.82,22,15360,374.82,213.41
2741.00,[17:45:29.0403894],86500.00,318560.00,8287.85,837.38,28,14816,374.79,213.25
2742.00,[17:45:29.0504891],91988.00,333488.00,8327.58,814.99,29,14240,374.10,213.24
2743.00,[17:45:29.0605888],110814.00,400320.00,8271.60,838.00,35,16448,374.31,211.74
2744.00,[17:45:29.0706885],188391.00,568656.00,8266.63,826.90,46,19776,374.39,211.89
2745.00,[17:45:29.0807882],236875.00,634352.00,8280.77,846.84,48,26928,373.77,212.58
2746.00,[17:45:29.0908879],305016.00,703408.00,8299.84,834.40,48,36480,373.92,213.35
2747.00,[17:45:29.1009875],268722.00,674528.00,8281.76,836.93,49,30336,374.06,213.45
2748.00,[17:45:29.1110872],187847.00,561376.00,8300.64,823.35,45,19936,374.07,213.38
2749.00,[17:45:29.1211869],146311.00,445808.00,8319.37,836.75,36,19264,374.39,213.86
2750.00,[17:45:29.1312866],160182.00,493184.00,8325.04,829.94,40,22352,374.38,214.18
2751.00,[17:45:29.1413863],151670.00,482448.00,8269.45,824.66,40,18592,374.65,214.50
2752.00,[17:45:29.1514860],137770.00,468736.00,8274.15,834.56,40,19008,375.12,214.88
2753.00,[17:45:29.1615857],126590.00,448400.00,8251.55,827.54,39,16640,375.10,214.15
2754.00,[17:45:29.1716854],122373.00,419696.00,8258.98,838.23,36,14656,375.14,213.97
2755.00,[17:45:29.1817851],115110.00,414336.00,8311.83,845.85,36,14976,375.31,213.08
2756.00,[17:45:29.1918848],121549.00,443504.00,8255.25,841.90,39,14208,375.33,212.56
2757.00,[17:45:29.2019845],111645.00,416480.00,8238.79,807.25,37,16096,375.38,212.92
2758.00,[17:45:29.2120842],26610.00,108912.00,8230.17,822.82,10,13088,375.40,211.60
2759.00,[17:45:29.2221839],52510.00,358848.00,8279.40,813.55,-37,12640,375.00,212.00
2760.00,[17:45:29.2322836],75173.00,289712.00,8251.52,820.90,26,14112,375.58,212.12
2761.00,[17:45:29.2423833],101181.00,389776.00,8245.56,844.24,35,14880,375.29,211.94
2762.00,[17:45:29.2524830],143668.00,508528.00,8292.28,821.93,44,16992,374.55,212.64
2763.00,[17:45:29.2625827],154861.00,486688.00,8295.67,851.29,40,20288,374.07,213.18
2764.00,[17:45:29.2726825],157985.00,537136.00,8242.41,816.82,46,17888,374.35,212.72
2765.00,[17:45:29.2827822],158251.00,506720.00,8296.89,827.65,42,17888,374.19,212.43
2766.00,[17:45:29.2928819],147471.00,494480.00,8262.12,853.89,42,19808,374.50,212.79
2767.00,[17:45:29.3029816],118779.00,433840.00,8291.07,848.51,38,19584,374.21,212.92
2768.00,[17:45:29.3130813],146222.00,476784.00,8264.04,828.05,40,19392,374.50,213.00
2769.00,[17:45:29.3231810],136801.00,426480.00,8276.54,818.18,35,20880,374.11,212.69
2770.00,[17:45:29.3332808],142729.00,449264.00,8284.74,811.18,37,17408,374.38,213.30
2771.00,[17:45:29.3433805],122793.00,404592.00,8288.22,819.86,34,18016,374.65,213.50
