FrameNum,timeInfo,signal-obj,signal-track,appsum-obj,avgbkg-obj,stdbkg-obj,nmaskpx-obj,maxpx-obj,xcentroid-obj,ycentroid-obj,appsum-track,avgbkg-track,stdbkg-track,nmaskpx-track,maxpx-track,xcentroid-track,ycentroid-track
5000.00,[14:04:20.9197347],420288.00,40738.00,1036288.00,11200.00,964.73,55,51744,374.15,418.95,398608.00,9672.17,860.24,-37,15360,196.00,146.00
5001.00,[14:04:20.9298345],464140.00,30647.00,1135856.00,11195.27,1033.79,60,52608,374.35,419.02,387072.00,9633.12,827.62,-37,13696,196.00,146.00
5002.00,[14:04:20.9399342],492350.00,45533.00,1142096.00,11202.52,1017.50,58,53840,374.34,419.24,403552.00,9676.20,884.67,-37,13664,196.00,146.00
5003.00,[14:04:20.9500339],397106.00,42665.00,1003536.00,11230.18,1036.44,54,46496,373.96,419.35,400784.00,9678.88,856.23,-37,14368,196.00,146.00
5004.00,[14:04:20.9601337],380007.00,35616.00,994064.00,11164.67,1038.34,55,55824,373.91,419.07,391248.00,9611.67,847.38,-37,15488,196.00,146.00
5005.00,[14:04:20.9702334],404644.00,33669.00,1020160.00,11191.19,991.25,55,61456,373.73,418.95,391632.00,9674.68,878.17,-37,14368,196.00,146.00
5006.00,[14:04:20.9803332],487946.00,44152.00,1082928.00,11226.07,1012.14,53,63040,373.72,419.04,402512.00,9685.42,931.76,-37,14112,196.00,146.00
5007.00,[14:04:20.9904329],455782.00,33471.00,1069936.00,11166.44,1020.37,55,52928,374.15,419.51,390304.00,9644.13,866.83,-37,15104,196.00,146.00
5008.00,[14:04:21.0005341],426794.00,37844.00,1042128.00,11187.89,989.44,55,47456,374.16,419.24,397776.00,9727.88,850.87,-37,14656,196.00,146.00
5009.00,[14:04:21.0106338],406928.00,32918.00,1006480.00,11102.81,926.42,54,46240,374.31,419.24,391280.00,9685.46,890.25,-37,14304,196.00,146.00
5010.00,[14:04:21.0207336],414491.00,44971.00,1042672.00,11217.51,989.02,56,48672,374.34,419.27,402336.00,9658.51,874.75,-37,14784,196.00,146.00
5011.00,[14:04:21.0308333],441740.00,34699.00,1069536.00,11210.64,1017.81,56,51712,374.39,419.41,392256.00,9663.70,856.32,-37,13728,196.00,146.00
5012.00,[14:04:21.0409331],421607.00,38117.00,1062208.00,11238.62,1052.86,57,55120,374.26,418.89,394288.00,9626.24,864.12,-37,14176,196.00,146.00
5013.00,[14:04:21.0510328],350559.00,40904.00,910368.00,11196.19,1012.33,50,40688,374.24,419.46,400000.00,9705.31,886.72,-37,14400,196.00,146.00
5014.00,[14:04:21.0611326],380447.00,44301.00,951680.00,11200.65,953.26,51,45440,373.90,419.55,401936.00,9665.82,851.25,-37,14656,196.00,146.00
5015.00,[14:04:21.0712323],366953.00,44923.00,905344.00,11216.48,988.38,48,49472,374.00,419.50,402864.00,9674.09,843.69,-37,14688,196.00,146.00
5016.00,[14:04:21.0813321],347044.00,41545.00,892448.00,11130.68,1005.70,49,47872,373.96,419.43,398848.00,9656.84,895.21,-37,14080,196.00,146.00
5017.00,[14:04:21.0914319],426958.00,42311.00,1031392.00,11193.23,1019.51,54,50144,373.81,419.31,398784.00,9634.40,877.59,-37,14112,196.00,146.00
5018.00,[14:04:21.1015316],348617.00,33397.00,863808.00,11199.81,1035.16,46,47904,373.61,419.50,390720.00,9657.38,885.26,-37,13632,196.00,146.00
5019.00,[14:04:21.1116314],345718.00,40146.00,920560.00,11271.41,1027.34,51,56560,373.06,419.45,398336.00,9680.80,883.91,-37,14464,196.00,146.00
5020.00,[14:04:21.1217312],409308.00,35650.00,981040.00,11210.43,1009.32,51,65504,373.08,419.02,392896.00,9655.30,847.47,-37,15168,196.00,146.00
5021.00,[14:04:21.1318309],372930.00,39950.00,932848.00,11198.36,998.79,50,43632,373.12,419.24,396656.00,9640.70,855.97,-37,16864,196.00,146.00
5022.00,[14:04:21.1419307],409279.00,45233.00,1003568.00,11212.99,1011.37,53,45248,373.17,419.15,402944.00,9667.87,910.58,-37,14592,196.00,146.00
5023.00,[14:04:21.1520305],404226.00,34215.00,963808.00,11191.63,973.22,50,47584,373.00,419.38,392272.00,9677.22,887.63,-37,14336,196.00,146.00
5024.00,[14:04:21.1621302],407243.00,46354.00,990576.00,11217.95,1005.26,52,50816,373.46,419.15,401984.00,9611.62,870.60,-37,16128,196.00,146.00
5025.00,[14:04:21.1722300],434211.00,39075.00,1028224.00,11207.79,1024.96,53,57296,373.53,419.30,394800.00,9614.20,835.24,-37,15392,196.00,146.00
5026.00,[14:04:21.1823298],364900.00,43584.00,970800.00,11220.37,1052.93,54,47168,373.69,419.19,402000.00,9686.93,865.46,-37,15392,196.00,146.00
5027.00,[14:04:21.1924296],340903.00,26778.00,879344.00,11217.52,980.87,48,47776,373.79,418.79,113664.00,9654.01,841.34,9,16192,196.67,145.11
5028.00,[14:04:21.2025293],367663.00,37607.00,975280.00,11252.16,996.86,54,43504,373.59,418.83,396960.00,9712.25,923.65,-37,13344,197.00,145.00
5029.00,[14:04:21.2126291],419927.00,36871.00,1014480.00,11217.99,986.17,53,48672,373.38,418.98,393296.00,9633.12,832.87,-37,14144,197.00,145.00
5030.00,[14:04:21.2227289],378945.00,27813.00,919392.00,11259.31,1038.77,48,46208,373.27,418.92,383952.00,9625.37,822.39,-37,14144,197.00,145.00
5031.00,[14:04:21.2328287],337167.00,35947.00,873216.00,11167.69,1007.42,48,43664,373.06,419.23,395520.00,9718.20,883.91,-37,13792,197.00,145.00
5032.00,[14:04:21.2429285],353765.00,48404.00,892768.00,11229.23,1004.30,48,55824,373.65,418.94,407552.00,9706.69,883.21,-37,16800,197.00,145.00
5033.00,[14:04:21.2530283],345071.00,28242.00,850480.00,11231.30,970.43,45,58096,373.73,419.40,115360.00,9679.75,845.40,9,16768,196.33,145.00
5034.00,[14:04:21.2631280],416350.00,37104.00,1019808.00,11175.14,989.57,54,52864,373.87,418.96,393184.00,9623.79,843.25,-37,13856,196.00,145.00
5035.00,[14:04:21.2732278],445977.00,29786.00,1060592.00,11174.82,986.21,55,60752,373.91,419.15,386688.00,9646.00,903.96,-37,13824,196.00,145.00
5036.00,[14:04:21.2833276],383434.00,45041.00,924272.00,11267.46,916.93,48,44880,373.90,419.31,402000.00,9647.53,883.07,-37,14496,196.00,145.00
5037.00,[14:04:21.2934274],391068.00,38115.00,963648.00,11227.07,984.35,51,45248,373.84,419.35,396176.00,9677.31,856.05,-37,14432,196.00,145.00
5038.00,[14:04:21.3035272],393889.00,38271.00,1000272.00,11229.32,982.11,54,46528,373.85,419.20,155040.00,9730.78,895.99,12,17312,196.67,145.50
5039.00,[14:04:21.3136270],405230.00,33657.00,975744.00,11186.54,961.78,51,56944,373.63,419.10,391696.00,9676.72,852.61,-37,13312,197.00,146.00
5040.00,[14:04:21.3237268],396171.00,34706.00,944720.00,11194.88,990.59,49,47712,373.47,419.24,392272.00,9663.95,876.58,-37,13280,197.00,146.00
5041.00,[14:04:21.3338266],393877.00,41200.00,941968.00,11185.54,1017.75,49,47872,373.37,419.45,398560.00,9658.38,870.48,-37,15552,197.00,146.00
5042.00,[14:04:21.3439264],403317.00,43379.00,953600.00,11230.28,985.54,49,50304,373.53,419.22,401936.00,9690.72,836.51,-37,14944,197.00,146.00
5043.00,[14:04:21.3540262],375363.00,37867.00,926544.00,11248.60,1005.22,49,44848,373.76,419.33,396112.00,9682.30,873.46,-37,14688,197.00,146.00
5044.00,[14:04:21.3641260],390338.00,33935.00,1007664.00,11224.11,982.65,55,44720,373.55,418.95,389456.00,9608.67,872.79,-37,14176,197.00,146.00
5045.00,[14:04:21.3742258],362252.00,38564.00,945296.00,11212.38,980.18,52,48896,373.15,418.83,394928.00,9631.45,874.46,-37,13280,197.00,146.00
5046.00,[14:04:21.3843256],369601.00,45376.00,909488.00,11247.64,1006.75,48,51712,373.02,419.38,403296.00,9673.50,886.85,-37,14976,197.00,146.00
5047.00,[14:04:21.3944254],403380.00,23948.00,973344.00,11175.77,969.56,51,45600,373.31,419.29,111376.00,9714.17,899.59,9,13792,195.56,146.11
5048.00,[14:04:21.4045252],438299.00,43662.00,1077904.00,11221.14,1004.18,57,44368,373.68,418.95,401168.00,9662.31,882.31,-37,16864,196.00,146.00
5049.00,[14:04:21.4146250],400838.00,33631.00,979664.00,11131.27,1006.94,52,39152,373.88,419.40,391504.00,9672.24,876.25,-37,13120,196.00,146.00
5050.00,[14:04:21.4247248],388073.00,48465.00,940288.00,11269.69,1066.66,49,56624,373.94,418.82,405216.00,9641.92,876.44,-37,14144,196.00,146.00
5051.00,[14:04:21.4348246],360460.00,34617.00,909344.00,11201.71,981.26,49,39248,373.86,418.76,392816.00,9681.05,840.42,-37,16032,196.00,146.00
5052.00,[14:04:21.4449244],417731.00,36594.00,1025936.00,11263.06,973.12,54,47232,374.06,419.04,392896.00,9629.78,852.75,-37,14720,196.00,146.00
5053.00,[14:04:21.4550243],405764.00,45822.00,1090576.00,11226.43,991.49,61,41040,373.95,419.20,403936.00,9678.77,873.57,-37,14240,196.00,146.00
5054.00,[14:04:21.4651241],426377.00,26305.00,1088608.00,11224.25,952.40,59,39600,373.88,419.39,383200.00,9645.82,851.09,-37,13024,196.00,146.00
5055.00,[14:04:21.4752239],422232.00,42402.00,1083264.00,11203.94,1013.07,59,44688,373.75,418.95,400912.00,9689.45,858.78,-37,14144,196.00,146.00
5056.00,[14:04:21.4853237],387856.00,35585.00,994960.00,11242.66,982.15,54,47040,373.94,418.96,394240.00,9693.39,911.19,-37,13504,196.00,146.00
5057.00,[14:04:21.4954235],326981.00,38290.00,900160.00,11238.81,968.82,51,37168,373.69,418.80,395344.00,9650.10,868.08,-37,14624,196.00,146.00
5058.00,[14:04:21.5055233],374398.00,49638.00,969232.00,11223.29,974.08,53,42416,373.74,418.68,407504.00,9672.05,879.40,-37,14176,196.00,146.00
5059.00,[14:04:21.5156232],476597.00,43943.00,1141248.00,11265.27,1004.90,59,44336,373.42,418.63,402720.00,9696.67,873.97,-37,14464,196.00,146.00
5060.00,[14:04:21.5257230],414945.00,40110.00,1020912.00,11221.61,984.60,54,42832,373.63,418.76,399056.00,9701.25,856.90,-37,13440,196.00,146.00
5061.00,[14:04:21.5358228],448750.00,39867.00,1067200.00,11244.54,1005.86,55,44784,373.44,418.91,398112.00,9682.29,911.20,-37,14816,196.00,146.00
5062.00,[14:04:21.5459226],427773.00,36041.00,1013056.00,11255.44,1006.30,52,52576,373.23,418.62,393872.00,9671.11,870.21,-37,13760,196.00,146.00
5063.00,[14:04:21.5560224],402209.00,36360.00,930352.00,11237.10,991.69,47,54384,373.43,418.98,394944.00,9691.47,883.55,-37,13952,196.00,146.00
5064.00,[14:04:21.5661223],404095.00,25794.00,961680.00,11151.69,921.70,50,46400,373.66,419.24,382896.00,9651.42,859.81,-37,13632,196.00,146.00
5065.00,[14:04:21.5762221],391162.00,28536.00,998720.00,11251.07,1013.75,54,44848,373.74,418.74,387136.00,9691.90,884.86,-37,13696,196.00,146.00
5066.00,[14:04:21.5863219],374563.00,28374.00,922816.00,11188.85,931.13,49,41744,373.92,418.63,386288.00,9673.34,871.00,-37,12672,196.00,146.00
5067.00,[14:04:21.5964218],389024.00,30985.00,939696.00,11238.20,980.58,49,45696,374.04,418.57,387936.00,9647.33,843.38,-37,13344,196.00,146.00
5068.00,[14:04:21.6065216],387426.00,34734.00,984256.00,11260.95,1058.61,53,44720,373.79,418.57,394832.00,9732.38,823.05,-37,15008,196.00,146.00
5069.00,[14:04:21.6166214],432860.00,37385.00,1041952.00,11279.49,1068.87,54,46688,373.89,418.61,395264.00,9672.39,857.13,-37,14144,196.00,146.00
5070.00,[14:04:21.6267213],397967.00,33068.00,993776.00,11241.68,1009.57,53,45072,373.79,418.62,391440.00,9685.72,855.98,-37,13568,196.00,146.00
5071.00,[14:04:21.6368211],439541.00,36839.00,1054144.00,11174.61,1014.03,55,52160,373.36,418.78,395408.00,9691.07,848.19,-37,15424,196.00,146.00
5072.00,[14:04:21.6469209],442294.00,28272.00,1012448.00,11179.50,968.49,51,53680,373.76,418.57,387408.00,9706.37,860.56,-37,13536,196.00,146.00
5073.00,[14:04:21.6570208],426267.00,34822.00,1052736.00,11186.95,1016.38,56,48032,373.62,418.95,393184.00,9685.47,833.44,-37,13536,196.00,146.00
5074.00,[14:04:21.6671206],398656.00,35893.00,961264.00,11252.15,951.09,50,47040,373.44,418.78,392640.00,9641.80,864.07,-37,14496,196.00,146.00
5075.00,[14:04:21.6772205],344783.00,26984.00,850512.00,11238.43,1002.85,45,58256,373.04,418.69,384496.00,9662.48,850.56,-37,13440,196.00,146.00
5076.00,[14:04:21.6873203],361962.00,36333.00,866608.00,11214.37,1048.45,45,54896,372.87,418.82,395440.00,9705.60,853.81,-37,14176,196.00,146.00
5077.00,[14:04:21.6974201],409598.00,29741.00,1016448.00,11237.97,1034.94,54,54800,373.20,419.02,388704.00,9701.71,881.87,-37,13152,196.00,146.00
5078.00,[14:04:21.7075200],353322.00,29298.00,927392.00,11256.28,1035.83,51,45200,373.33,419.49,388240.00,9701.13,860.70,-37,15264,196.00,146.00
5079.00,[14:04:21.7176198],330010.00,38019.00,857648.00,11226.34,959.87,47,39664,373.06,419.53,395536.00,9662.62,872.20,-37,12896,196.00,146.00
5080.00,[14:04:21.7277197],428021.00,26676.00,1003968.00,11293.09,1027.35,51,52064,373.24,419.35,113616.00,9660.01,863.43,9,13760,197.00,145.00
5081.00,[14:04:21.7378195],381856.00,27567.00,946464.00,11292.15,1013.42,50,42800,373.30,419.50,385776.00,9681.32,850.94,-37,12544,197.00,145.00
5082.00,[14:04:21.7479194],393328.00,31552.00,954096.00,11215.37,983.49,50,39472,373.16,419.46,137536.00,9634.91,854.33,11,15840,196.64,145.09
5083.00,[14:04:21.7580192],415390.00,26431.00,1001376.00,11268.96,969.10,52,45600,373.48,419.75,113744.00,9701.40,875.87,9,16736,197.00,145.00
5084.00,[14:04:21.7681191],446739.00,39764.00,1019312.00,11226.92,1003.06,51,51456,373.80,419.88,399168.00,9713.63,873.46,-37,15712,197.00,145.00
5085.00,[14:04:21.7782189],447530.00,41439.00,1055936.00,11266.77,1013.00,54,54352,373.74,419.65,398528.00,9651.05,924.42,-37,14368,197.00,145.00
5086.00,[14:04:21.7883188],430972.00,37623.00,1039616.00,11271.19,999.23,54,56848,373.70,418.96,396384.00,9696.25,879.10,-37,13856,197.00,145.00
5087.00,[14:04:21.7984186],422031.00,42471.00,992864.00,11192.81,1010.58,51,56368,373.65,418.92,402208.00,9722.62,898.45,-37,14368,197.00,145.00
5088.00,[14:04:21.8085185],344059.00,42217.00,953600.00,11287.80,1017.56,54,38544,373.41,419.41,400256.00,9676.73,886.28,-37,14528,197.00,145.00
5089.00,[14:04:21.8186184],408650.00,36523.00,1038128.00,11240.68,1040.96,56,42416,373.46,419.36,395568.00,9703.91,878.35,-37,13120,197.00,145.00
5090.00,[14:04:21.8287182],395352.00,39823.00,978912.00,11222.30,960.88,52,39248,373.50,419.37,397424.00,9664.90,872.19,-37,16672,197.00,145.00
5091.00,[14:04:21.8388181],343506.00,35842.00,917808.00,11260.82,1021.31,51,37328,373.43,419.49,393152.00,9657.02,853.45,-37,15872,197.00,145.00
5092.00,[14:04:21.8489179],429085.00,34558.00,1058960.00,11247.76,979.98,56,41904,373.50,419.20,392448.00,9672.71,845.01,-37,13408,197.00,145.00
5093.00,[14:04:21.8590178],464239.00,41944.00,1173824.00,11263.26,1095.76,63,40848,373.44,419.06,399600.00,9666.38,863.34,-37,12432,197.00,145.00
5094.00,[14:04:21.8691177],383979.00,39029.00,999072.00,11183.52,998.06,55,31840,373.84,419.07,397888.00,9698.88,899.87,-37,14016,197.00,145.00
5095.00,[14:04:21.8792175],400435.00,36644.00,1020176.00,11268.03,1027.42,55,38448,373.40,418.80,396624.00,9729.18,861.61,-37,13440,197.00,145.00
5096.00,[14:04:21.8893174],451943.00,32661.00,1025648.00,11249.11,1016.82,51,56272,373.71,418.63,389360.00,9640.51,848.49,-37,12528,197.00,145.00
5097.00,[14:04:21.8994173],500005.00,33118.00,1129392.00,11239.06,1044.50,56,62816,373.88,418.43,393600.00,9742.77,854.43,-37,13216,197.00,145.00
5098.00,[14:04:21.9095172],436659.00,50587.00,1011584.00,11273.04,998.04,51,55120,374.18,418.61,408576.00,9675.39,866.87,-37,14400,197.00,145.00
5099.00,[14:04:21.9196170],379712.00,39226.00,934016.00,11312.32,955.00,49,40720,374.06,418.76,397584.00,9685.34,855.52,-37,15968,197.00,145.00
5100.00,[14:04:21.9297169],385003.00,43184.00,944208.00,11184.10,986.78,50,40976,373.94,419.14,401264.00,9677.85,875.52,-37,15168,197.00,145.00
5101.00,[14:04:21.9398168],410332.00,32269.00,986032.00,11288.23,950.29,51,49344,373.90,419.29,129232.00,9696.30,864.04,10,16864,196.30,145.30
5102.00,[14:04:21.9499167],372739.00,45751.00,989952.00,11222.06,1023.13,55,42256,373.82,419.00,403328.00,9664.23,877.08,-37,15296,196.00,145.00
5103.00,[14:04:21.9600165],350292.00,40614.00,967760.00,11226.68,998.43,55,36928,373.47,418.82,398016.00,9659.50,894.78,-37,13536,196.00,145.00
5104.00,[14:04:21.9701164],448846.00,48744.00,1113296.00,11261.86,999.63,59,44624,373.24,419.02,407632.00,9699.67,886.49,-37,15200,196.00,145.00
5105.00,[14:04:21.9802163],379999.00,34402.00,906848.00,11209.55,988.11,47,41968,373.64,419.28,391504.00,9651.40,872.74,-37,13888,196.00,145.00
5106.00,[14:04:21.9903162],392414.00,41615.00,952688.00,11205.49,1007.66,50,43120,373.76,419.34,399488.00,9672.24,873.94,-37,15200,196.00,145.00
5107.00,[14:04:22.0004040],338667.00,31526.00,919888.00,11177.33,1001.00,52,38896,373.81,419.77,390464.00,9701.03,874.18,-37,12608,196.00,145.00
5108.00,[14:04:22.0105038],361905.00,44695.00,987472.00,11170.85,991.10,56,43376,373.50,419.59,402608.00,9673.33,878.79,-37,14496,196.00,145.00
5109.00,[14:04:22.0206037],350736.00,31121.00,915408.00,11293.44,1066.46,50,40656,373.88,419.52,388816.00,9667.42,885.47,-37,13984,196.00,145.00
5110.00,[14:04:22.0307036],350668.00,23866.00,958192.00,11250.45,1010.18,54,36928,373.67,419.28,383168.00,9710.87,872.15,-37,13824,196.00,145.00
5111.00,[14:04:22.0408035],400772.00,31364.00,996720.00,11244.31,997.42,53,39664,373.66,419.64,389136.00,9669.52,843.66,-37,13600,196.00,145.00
5112.00,[14:04:22.0509034],357306.00,26247.00,966080.00,11273.59,1009.71,54,41616,373.33,419.54,113328.00,9675.69,866.96,9,14560,197.00,145.00
5113.00,[14:04:22.0610032],415158.00,28408.00,1042416.00,11201.03,1005.07,56,47168,373.54,419.59,387888.00,9715.68,839.80,-37,13504,197.00,145.00
5114.00,[14:04:22.0711031],399442.00,22228.00,1032432.00,11303.39,1029.46,56,52320,373.64,419.55,382080.00,9725.72,871.34,-37,15008,197.00,145.00
5115.00,[14:04:22.0812030],344069.00,29827.00,919856.00,11289.93,1034.67,51,42736,374.00,419.55,116720.00,9654.80,879.82,9,16928,196.67,145.89
5116.00,[14:04:22.0913029],358596.00,35074.00,953664.00,11227.70,999.21,53,45536,373.91,419.13,132672.00,9759.85,836.55,10,17312,197.10,145.70
5117.00,[14:04:22.1014027],393053.00,33241.00,1000128.00,11242.13,997.17,54,46048,373.81,419.13,130592.00,9735.07,853.28,10,17536,197.40,145.50
5118.00,[14:04:22.1115026],349998.00,47417.00,948080.00,11284.57,996.33,53,44080,373.60,419.23,406704.00,9710.47,875.81,-37,17920,197.00,145.00
5119.00,[14:04:22.1216025],461606.00,47562.00,1112656.00,11225.01,1061.89,58,64128,373.81,418.93,406128.00,9690.98,890.05,-37,15168,197.00,145.00
5120.00,[14:04:22.1317024],444855.00,43585.00,1029072.00,11234.95,1018.07,52,61520,373.88,418.96,404240.00,9747.43,884.71,-37,13280,197.00,145.00
5121.00,[14:04:22.1418022],416619.00,34943.00,990560.00,11253.75,975.96,51,49952,374.14,419.14,395760.00,9751.80,863.31,-37,13536,197.00,145.00
5122.00,[14:04:22.1519021],423632.00,40733.00,1012048.00,11315.70,1064.41,52,51200,374.17,419.27,398784.00,9677.06,846.90,-37,13856,197.00,145.00
5123.00,[14:04:22.1620020],407252.00,43180.00,993856.00,11280.84,995.39,52,50592,374.38,419.54,400384.00,9654.17,885.13,-37,16480,197.00,145.00
5124.00,[14:04:22.1721018],360281.00,44838.00,924096.00,11276.30,959.68,50,44336,374.28,419.28,403264.00,9687.20,892.64,-37,14592,197.00,145.00
5125.00,[14:04:22.1822017],396272.00,39017.00,970160.00,11252.71,1004.03,51,47968,374.24,419.24,397696.00,9694.03,859.53,-37,13696,197.00,145.00
5126.00,[14:04:22.1923015],392594.00,28004.00,986320.00,11202.37,989.83,53,41872,374.08,419.70,386032.00,9676.43,835.45,-37,13536,197.00,145.00
5127.00,[14:04:22.2024014],417888.00,45736.00,991936.00,11255.84,1021.14,51,54384,374.06,419.43,403792.00,9677.18,856.79,-37,17536,197.00,145.00
5128.00,[14:04:22.2125013],396634.00,35962.00,983456.00,11285.03,993.66,52,44336,374.00,419.54,396736.00,9750.64,869.58,-37,16032,197.00,145.00
5129.00,[14:04:22.2226011],422439.00,50447.00,1018992.00,11255.71,1027.69,53,51168,374.38,419.28,407840.00,9659.27,865.16,-37,17152,197.00,145.00
5130.00,[14:04:22.2327010],418361.00,35162.00,1039120.00,11286.53,1021.36,55,48512,374.13,419.44,394464.00,9710.87,876.34,-37,16704,197.00,145.00
5131.00,[14:04:22.2428008],482311.00,42527.00,1091856.00,11287.86,1025.20,54,56272,373.85,419.46,402496.00,9728.90,871.31,-37,16160,197.00,145.00
5132.00,[14:04:22.2529007],436814.00,46727.00,1055808.00,11254.43,983.53,55,50432,373.95,419.42,405888.00,9707.04,898.59,-37,17024,197.00,145.00
5133.00,[14:04:22.2630005],385325.00,44290.00,957840.00,11225.77,1020.90,51,55600,373.57,419.45,403056.00,9696.38,860.17,-37,16640,197.00,145.00
5134.00,[14:04:22.2731004],427058.00,38552.00,970064.00,11312.63,1026.57,48,63904,373.88,419.62,398304.00,9723.02,855.30,-37,14592,197.00,145.00
5135.00,[14:04:22.2832002],446822.00,29291.00,1078384.00,11277.89,1000.81,56,51200,373.80,419.89,388656.00,9712.57,876.82,-37,12896,197.00,145.00
5136.00,[14:04:22.2933001],434075.00,43445.00,998112.00,11280.74,990.33,50,63584,373.94,419.78,401344.00,9672.93,875.19,-37,14976,197.00,145.00
5137.00,[14:04:22.3033999],419453.00,48533.00,971392.00,11264.07,998.66,49,62304,373.92,419.57,407968.00,9714.45,847.14,-37,15680,197.00,145.00
5138.00,[14:04:22.3134998],389416.00,32593.00,927984.00,11220.17,973.11,48,54608,373.96,419.67,391712.00,9705.92,870.35,-37,15072,197.00,145.00
5139.00,[14:04:22.3235996],356500.00,38354.00,907040.00,11235.51,988.51,49,42160,373.82,419.49,397488.00,9706.33,862.68,-37,15744,197.00,145.00
5140.00,[14:04:22.3336995],340893.00,36690.00,924624.00,11225.60,1020.04,52,36576,373.88,419.83,395616.00,9700.70,878.23,-37,16096,197.00,145.00
5141.00,[14:04:22.3437993],349186.00,40437.00,954240.00,11204.70,1025.47,54,36928,373.87,419.94,398240.00,9670.35,898.88,-37,17664,197.00,145.00
5142.00,[14:04:22.3538991],412407.00,41398.00,1042000.00,11242.72,1028.69,56,41360,373.86,419.84,400512.00,9705.78,883.99,-37,14816,197.00,145.00
5143.00,[14:04:22.3639990],435333.00,46550.00,1109488.00,11235.91,1044.81,60,49536,373.93,420.12,403120.00,9637.02,869.77,-37,16320,197.00,145.00
5144.00,[14:04:22.3740988],406784.00,33514.00,1014688.00,11257.48,995.47,54,56176,374.15,419.83,391152.00,9665.90,858.38,-37,16448,197.00,145.00
5145.00,[14:04:22.3841986],405187.00,33885.00,1062656.00,11335.67,1075.11,58,47168,374.05,419.95,392288.00,9686.58,898.54,-37,13504,197.00,145.00
5146.00,[14:04:22.3942985],352263.00,28076.00,925376.00,11237.51,1021.37,51,52320,374.24,419.84,386608.00,9690.04,807.05,-37,14624,197.00,145.00
5147.00,[14:04:22.4043983],341759.00,31180.00,961376.00,11265.76,1013.31,55,40752,373.69,419.42,390176.00,9702.60,870.74,-37,14208,197.00,145.00
5148.00,[14:04:22.4144981],420255.00,44332.00,1076176.00,11308.98,1018.18,58,47392,373.84,419.26,404752.00,9741.08,895.98,-37,16512,197.00,145.00
5149.00,[14:04:22.4245980],381568.00,33843.00,980608.00,11302.64,988.57,53,45920,373.57,419.45,391552.00,9667.80,860.67,-37,14944,197.00,145.00
5150.00,[14:04:22.4346978],396603.00,38374.00,1005104.00,11268.54,988.39,54,41072,373.76,419.76,398544.00,9734.33,874.91,-37,15136,197.00,145.00
5151.00,[14:04:22.4447976],422618.00,24290.00,1088432.00,11284.99,1032.51,59,44656,373.97,420.31,383632.00,9711.93,865.80,-37,12768,197.00,145.00
5152.00,[14:04:22.4548975],376797.00,38433.00,975360.00,11293.64,1054.27,53,40304,374.34,420.04,398208.00,9723.65,892.62,-37,13856,197.00,145.00
5153.00,[14:04:22.4649973],391152.00,45570.00,1012096.00,11289.88,989.71,55,41072,374.20,419.76,405072.00,9716.26,865.78,-37,16192,197.00,145.00
5154.00,[14:04:22.4750971],435194.00,43449.00,1067088.00,11283.83,973.83,56,39440,374.09,419.91,402688.00,9709.15,885.70,-37,14688,197.00,145.00
5155.00,[14:04:22.4851969],405296.00,36570.00,1047504.00,11266.81,995.03,57,42416,374.05,419.84,395088.00,9689.68,898.27,-37,13696,197.00,145.00
5156.00,[14:04:22.4952968],399675.00,26298.00,1007360.00,11253.43,1021.90,54,43696,374.26,419.57,386848.00,9744.60,844.36,-37,15936,197.00,145.00
5157.00,[14:04:22.5053966],444404.00,34812.00,1031056.00,11281.78,944.57,52,50688,374.17,419.54,393504.00,9694.38,836.21,-37,14688,197.00,145.00
5158.00,[14:04:22.5154964],430523.00,42380.00,1038064.00,11250.76,990.22,54,41936,373.83,419.89,401200.00,9697.85,867.45,-37,14464,197.00,145.00
5159.00,[14:04:22.5255962],437940.00,29762.00,1031168.00,11192.99,966.57,53,65504,373.85,420.13,388528.00,9696.38,870.90,-37,16128,197.00,145.00
5160.00,[14:04:22.5356960],372507.00,42612.00,934688.00,11243.62,990.13,50,49728,373.78,420.42,401664.00,9704.12,876.06,-37,16160,197.00,145.00
5161.00,[14:04:22.5457958],381149.00,31052.00,980688.00,11312.05,950.79,53,49216,373.79,420.04,128384.00,9733.21,885.76,10,16640,197.70,145.70
5162.00,[14:04:22.5558957],343287.00,39083.00,897360.00,11307.60,1001.86,49,53968,373.90,419.71,399232.00,9733.76,852.52,-37,16896,198.00,146.00
5163.00,[14:04:22.5659955],370142.00,41555.00,959408.00,11332.05,1029.10,52,59216,373.67,419.67,401984.00,9741.31,888.21,-37,16096,198.00,146.00
5164.00,[14:04:22.5760953],470197.00,27774.00,1106768.00,11367.34,990.45,56,65504,374.07,419.48,115104.00,9703.38,857.47,9,18208,198.00,145.00
5165.00,[14:04:22.5861951],418172.00,30295.00,1039584.00,11298.41,966.81,55,56080,374.29,419.58,391136.00,9752.47,824.20,-37,16512,198.00,145.00
5166.00,[14:04:22.5962949],424463.00,34268.00,1014576.00,11348.33,1051.67,52,48224,374.04,419.83,393040.00,9696.55,895.37,-37,15200,198.00,145.00
5167.00,[14:04:22.6063947],429902.00,38807.00,984432.00,11316.93,1037.78,49,57040,374.16,419.65,396368.00,9663.82,846.44,-37,16256,198.00,145.00
5168.00,[14:04:22.6164945],410840.00,33974.00,996944.00,11271.23,1020.40,52,48384,374.29,419.44,150784.00,9734.13,871.25,12,16032,197.75,145.42
