FrameNum,timeInfo,signal-track,signal-obj,appsum-track,avgbkg-track,stdbkg-track,nmaskpx-track,maxpx-track,xcentroid-track,ycentroid-track,appsum-obj,avgbkg-obj,stdbkg-obj,nmaskpx-obj,maxpx-obj,xcentroid-obj,ycentroid-obj
1560.00,[17:48:27.0639518],5551.00,-12477.00,564896.00,15117.45,358.61,-37,16832,221.00,273.00,1076768.00,29439.05,2249.91,-37,40208,187.00,128.00
1561.00,[17:48:27.0970533],4245.00,-12361.00,564400.00,15139.33,311.70,-37,17328,221.00,273.00,1076432.00,29426.85,2223.01,-37,40992,187.00,128.00
1562.00,[17:48:27.1301548],5627.00,-10419.00,565888.00,15142.18,335.43,-37,17824,221.00,273.00,1073872.00,29305.16,2117.30,-37,40592,187.00,128.00
1563.00,[17:48:27.1632563],6680.00,-8979.00,566336.00,15125.83,355.73,-37,16928,221.00,273.00,1078640.00,29395.12,2118.13,-37,40480,187.00,128.00
1564.00,[17:48:27.1963578],5398.00,-9982.00,566256.00,15158.32,354.56,-37,16832,221.00,273.00,1076112.00,29353.90,2164.56,-37,39952,187.00,128.00
1565.00,[17:48:27.2294593],4600.00,-7747.00,564448.00,15131.03,335.38,-37,17104,221.00,273.00,1074272.00,29243.76,2101.88,-37,40400,187.00,128.00
1566.00,[17:48:27.2625608],5701.00,-9934.00,563440.00,15074.03,308.83,-37,16512,221.00,273.00,1075248.00,29329.23,2119.54,-37,40880,187.00,128.00
1567.00,[17:48:27.2956623],7497.00,-8767.00,567760.00,15142.24,328.79,-37,17296,221.00,273.00,1079056.00,29400.62,2133.11,-37,39952,187.00,128.00
1568.00,[17:48:27.3287638],7564.00,-7330.00,567088.00,15122.27,353.53,-37,17840,221.00,273.00,1080640.00,29404.58,2103.74,-37,41136,187.00,128.00
1569.00,[17:48:27.3618653],8236.00,-9195.00,568128.00,15132.20,288.52,-37,18192,221.00,273.00,1077008.00,29356.83,2063.34,-37,41408,187.00,128.00
1570.00,[17:48:27.3949669],6691.00,-11713.00,566688.00,15135.07,357.05,-37,18368,221.00,273.00,1080768.00,29526.51,2257.77,-37,41552,187.00,128.00
1571.00,[17:48:27.4280684],6065.00,-9139.00,566256.00,15140.30,341.08,-37,17776,221.00,273.00,1086896.00,29622.56,2252.74,-37,43120,187.00,128.00
1572.00,[17:48:27.4611700],12285.00,-6584.00,570496.00,15086.78,342.19,-37,17744,221.00,273.00,1088544.00,29598.05,2077.76,-37,43296,187.00,128.00
1573.00,[17:48:27.4942715],6891.00,-14021.00,566416.00,15122.31,302.16,-37,17440,221.00,273.00,1085328.00,29712.14,2343.02,-37,42544,187.00,128.00
1574.00,[17:48:27.5273730],8159.00,-14336.00,566400.00,15087.60,342.56,-37,17456,221.00,273.00,1084832.00,29707.25,2280.13,-37,42512,187.00,128.00
1575.00,[17:48:27.5604746],5987.00,-7081.00,565648.00,15125.97,308.22,-37,16912,221.00,273.00,1084320.00,29497.32,2038.67,-37,41824,187.00,128.00
1576.00,[17:48:27.5935762],10066.00,-6811.00,568496.00,15092.71,323.58,-37,18304,221.00,273.00,1087104.00,29565.26,2161.90,-37,40736,187.00,128.00
1577.00,[17:48:27.6266777],8032.00,-12387.00,566800.00,15101.85,289.47,-37,18080,221.00,273.00,1082928.00,29603.12,2195.76,-37,40272,187.00,128.00
1578.00,[17:48:27.6597793],6103.00,-7147.00,567072.00,15161.33,317.10,-37,17792,221.00,273.00,1086656.00,29562.26,2155.05,-37,41376,187.00,128.00
1579.00,[17:48:27.6928809],3516.00,-6255.00,562752.00,15114.49,327.45,-37,17728,221.00,273.00,1084672.00,29484.52,2021.19,-37,42080,187.00,128.00
1580.00,[17:48:27.7259824],7895.00,-8787.00,568096.00,15140.57,347.75,-37,18160,221.00,273.00,1084784.00,29555.97,2231.36,-37,41232,187.00,128.00
1581.00,[17:48:27.7590840],11501.00,-5467.00,569792.00,15088.95,327.75,-37,18544,221.00,273.00,1086480.00,29512.07,2170.32,-37,40464,187.00,128.00
1582.00,[17:48:27.7921856],5663.00,-4647.00,563984.00,15089.76,326.70,-37,17472,221.00,273.00,1084000.00,29422.90,2036.17,-37,40288,187.00,128.00
1583.00,[17:48:27.8252872],8572.00,-6007.00,566592.00,15081.63,300.74,-37,17904,221.00,273.00,1082256.00,29412.51,2076.40,-37,40688,187.00,128.00
1584.00,[17:48:27.8583888],9490.00,-9582.00,569136.00,15125.56,351.78,-37,18768,221.00,273.00,1080576.00,29463.73,2094.16,-37,39616,187.00,128.00
1585.00,[17:48:27.8914904],10529.00,-7051.00,569056.00,15095.32,311.62,-37,19184,221.00,273.00,1081728.00,29426.46,2066.18,-37,39728,187.00,128.00
1586.00,[17:48:27.9245920],4922.00,-4450.00,562656.00,15073.88,337.08,-37,18192,221.00,273.00,1080624.00,29326.33,1903.42,-37,40032,187.00,128.00
1587.00,[17:48:27.9576936],6693.00,-7337.00,567312.00,15151.87,319.31,-37,18448,221.00,273.00,1082576.00,29457.10,2083.58,-37,41296,187.00,128.00
1588.00,[17:48:27.9907952],7812.00,-4313.00,566560.00,15101.29,321.36,-37,18000,221.00,273.00,1089440.00,29560.90,2083.34,-37,42192,187.00,128.00
1589.00,[17:48:28.0238941],7035.00,-7045.00,566560.00,15122.31,267.00,-37,17856,221.00,273.00,1091840.00,29699.59,2147.28,-37,41664,187.00,128.00
1590.00,[17:48:28.0569957],6886.00,-9787.00,567456.00,15150.53,300.34,-37,19008,221.00,273.00,1088560.00,29685.06,2175.00,-37,41056,187.00,128.00
1591.00,[17:48:28.0900973],9748.00,-2885.00,568832.00,15110.37,328.39,-37,18448,221.00,273.00,1090400.00,29548.24,2050.31,-37,41104,187.00,128.00
1592.00,[17:48:28.1231989],6569.00,-9625.00,567248.00,15153.48,335.77,-37,17664,221.00,273.00,1085440.00,29596.34,2218.52,-37,40464,187.00,128.00
1593.00,[17:48:28.1563005],6682.00,-7121.00,565888.00,15113.68,318.59,-37,17104,221.00,273.00,1085600.00,29532.99,2204.62,-37,40400,187.00,128.00
1594.00,[17:48:28.1894021],7421.00,-4447.00,565776.00,15090.69,298.45,-37,18224,221.00,273.00,1083440.00,29402.34,2004.66,-37,40176,187.00,128.00
1595.00,[17:48:28.2225037],4934.00,-7816.00,563424.00,15094.32,315.19,-37,17760,221.00,273.00,1082496.00,29467.90,2104.72,-37,39456,187.00,128.00
1596.00,[17:48:28.2556053],7555.00,-6401.00,566080.00,15095.26,322.78,-37,18192,221.00,273.00,1084832.00,29492.79,2121.93,-37,40144,187.00,128.00
1597.00,[17:48:28.2887069],10857.00,-6646.00,569168.00,15089.48,321.04,-37,18528,221.00,273.00,1082624.00,29439.73,2129.34,-37,40224,187.00,128.00
1598.00,[17:48:28.3218085],8766.00,-4892.00,567728.00,15107.09,318.17,-37,17504,221.00,273.00,1081408.00,29359.45,2019.55,-37,39936,187.00,128.00
1599.00,[17:48:28.3549101],9524.00,-9942.00,568816.00,15116.00,336.41,-37,19840,221.00,273.00,1078400.00,29414.64,2095.06,-37,40144,187.00,128.00
1600.00,[17:48:28.3880116],8141.00,-5944.00,568400.00,15142.13,340.69,-37,17936,221.00,273.00,1082864.00,29427.25,2142.64,-37,39232,187.00,128.00
1601.00,[17:48:28.4211132],10101.00,-6201.00,570048.00,15133.69,301.79,-37,17504,221.00,273.00,1084000.00,29464.89,2168.89,-37,40480,187.00,128.00
1602.00,[17:48:28.4542148],6256.00,-12805.00,566800.00,15149.85,319.16,-37,18288,221.00,273.00,1076560.00,29442.31,2117.11,-37,39088,187.00,128.00
1603.00,[17:48:28.4873163],6813.00,-7909.00,567696.00,15158.99,313.29,-37,18176,221.00,273.00,1077728.00,29341.54,2055.52,-37,39920,187.00,128.00
1604.00,[17:48:28.5204179],9428.00,-10399.00,570992.00,15177.41,307.89,-37,18704,221.00,273.00,1078304.00,29424.41,2175.63,-37,39312,187.00,128.00
1605.00,[17:48:28.5535194],9372.00,-7448.00,568016.00,15098.49,346.08,-37,18304,221.00,273.00,1077648.00,29326.92,2088.48,-37,38432,187.00,128.00
1606.00,[17:48:28.5866210],9916.00,-3337.00,568304.00,15091.56,311.01,-37,18880,221.00,273.00,1078480.00,29238.29,2012.80,-37,38400,187.00,128.00
1607.00,[17:48:28.6197225],5727.00,-4753.00,564480.00,15101.45,354.05,-37,17280,221.00,273.00,1078592.00,29279.59,2041.78,-37,39472,187.00,128.00
1608.00,[17:48:28.6528241],4765.00,-3357.00,563792.00,15108.84,316.71,-37,18720,221.00,273.00,1081728.00,29326.62,2064.94,-37,40528,187.00,128.00
1609.00,[17:48:28.6859256],8960.00,-8404.00,568320.00,15117.85,337.53,-37,18144,221.00,273.00,1079376.00,29399.46,2149.01,-37,39936,187.00,128.00
1610.00,[17:48:28.7190271],10491.00,-6874.00,569936.00,15120.13,355.35,-37,19072,221.00,273.00,1080384.00,29385.36,2160.17,-37,39680,187.00,128.00
1611.00,[17:48:28.7521286],4375.00,-9701.00,563840.00,15120.67,299.73,-37,17424,221.00,273.00,1078400.00,29408.14,2201.37,-37,39792,187.00,128.00
1612.00,[17:48:28.7852301],8476.00,-5465.00,567344.00,15104.54,338.94,-37,18112,221.00,273.00,1076512.00,29242.62,1974.99,-37,40112,187.00,128.00
1613.00,[17:48:28.8183317],8671.00,-10428.00,567216.00,15095.80,336.25,-37,17968,221.00,273.00,1074864.00,29332.20,2189.76,-37,39680,187.00,128.00
1614.00,[17:48:28.8514332],9690.00,-9419.00,569568.00,15131.83,332.39,-37,17856,221.00,273.00,1073648.00,29272.07,2088.00,-37,40352,187.00,128.00
1615.00,[17:48:28.8845347],5916.00,-6448.00,565232.00,15116.64,347.48,-37,17504,221.00,273.00,1075552.00,29243.25,2130.23,-37,39712,187.00,128.00
1616.00,[17:48:28.9176362],6165.00,-8993.00,564928.00,15101.71,303.67,-37,18496,221.00,273.00,1070992.00,29188.79,2046.92,-37,39440,187.00,128.00
1617.00,[17:48:28.9507377],7462.00,-5789.00,566320.00,15104.27,280.35,-37,17664,221.00,273.00,1074864.00,29206.84,2058.77,-37,39216,187.00,128.00
1618.00,[17:48:28.9838391],7835.00,-10343.00,565504.00,15072.13,316.27,-37,17792,221.00,273.00,1066768.00,29111.11,1979.47,-37,39632,187.00,128.00
1619.00,[17:48:29.0169375],7077.00,-5377.00,564880.00,15075.76,328.55,-37,18048,221.00,273.00,1071632.00,29108.34,2087.30,-37,37984,187.00,128.00
1620.00,[17:48:29.0500390],7626.00,-9004.00,565200.00,15069.58,349.46,-37,17792,221.00,273.00,1064272.00,29007.46,2124.86,-37,37968,187.00,128.00
1621.00,[17:48:29.0831405],10603.00,-7643.00,568448.00,15076.88,340.59,-37,19968,221.00,273.00,1067936.00,29069.69,2015.79,-37,37760,187.00,128.00
1622.00,[17:48:29.1162420],7278.00,-8695.00,564544.00,15061.24,335.88,-37,18640,221.00,273.00,1067872.00,29096.41,2048.33,-37,38592,187.00,128.00
1623.00,[17:48:29.1493434],6712.00,-3690.00,563680.00,15053.18,317.64,-37,17904,221.00,273.00,1068432.00,28976.28,1926.03,-37,38016,187.00,128.00
1624.00,[17:48:29.1824449],7359.00,-4114.00,565968.00,15097.55,315.66,-37,17856,221.00,273.00,1064272.00,28875.31,1894.82,-37,38800,187.00,128.00
1625.00,[17:48:29.2155463],6688.00,-4649.00,565392.00,15100.10,323.36,-37,17744,221.00,273.00,1072896.00,29122.85,2120.14,-37,38976,187.00,128.00
1626.00,[17:48:29.2486478],7113.00,-1714.00,564464.00,15063.53,353.44,-37,17744,221.00,273.00,1071408.00,29003.31,1894.68,-37,38688,187.00,128.00
1627.00,[17:48:29.2817492],8826.00,-1474.00,568176.00,15117.58,383.78,-37,17072,221.00,273.00,1072576.00,29028.38,2019.94,-37,38592,187.00,128.00
1628.00,[17:48:29.3148507],8398.00,-5300.00,566496.00,15083.73,341.47,-37,16736,221.00,273.00,1072336.00,29125.29,2157.81,-37,39360,187.00,128.00
1629.00,[17:48:29.3479521],4865.00,-5926.00,564784.00,15132.93,360.64,-37,16416,221.00,273.00,1076096.00,29243.83,2201.88,-37,38832,187.00,128.00
1630.00,[17:48:29.3810536],6467.00,2629.00,564912.00,15093.11,306.87,-37,17856,221.00,273.00,1086384.00,29290.67,2321.64,-37,38640,187.00,128.00
1631.00,[17:48:29.4141550],9132.00,14005.00,568672.00,15122.71,347.69,-37,19888,221.00,273.00,1100096.00,29353.82,2363.36,-37,41360,187.00,128.00
1632.00,[17:48:29.4472564],9795.00,13560.00,569648.00,15131.16,344.97,-37,19312,221.00,273.00,1100000.00,29363.25,2296.56,-37,42064,187.00,128.00
1633.00,[17:48:29.4803578],7322.00,13095.00,565712.00,15091.63,329.48,-37,18224,221.00,273.00,1093600.00,29202.85,2241.05,-37,40784,187.00,128.00
1634.00,[17:48:29.5134593],4783.00,20815.00,563424.00,15098.40,329.33,-37,16944,221.00,273.00,1096560.00,29074.19,2158.25,-37,41808,187.00,128.00
1635.00,[17:48:29.5465607],9968.00,13978.00,568640.00,15099.25,343.11,-37,18352,221.00,273.00,1085840.00,28969.24,2010.95,-37,38944,187.00,128.00
1636.00,[17:48:29.5796621],7258.00,10433.00,566176.00,15105.88,358.86,-37,18672,221.00,273.00,1090256.00,29184.40,2282.20,-37,39424,187.00,128.00
1637.00,[17:48:29.6127635],8047.00,8462.00,567872.00,15130.40,314.53,-37,20800,221.00,273.00,1087904.00,29174.10,2233.34,-37,38528,187.00,128.00
1638.00,[17:48:29.6458649],7459.00,3255.00,567792.00,15144.13,319.09,-37,19040,221.00,273.00,1086784.00,29284.57,2333.04,-37,39024,187.00,128.00
1639.00,[17:48:29.6789663],4676.00,11570.00,564688.00,15135.47,331.73,-37,17776,221.00,273.00,1093920.00,29252.71,2308.81,-37,41088,187.00,128.00
1640.00,[17:48:29.7120677],4704.00,15030.00,565136.00,15146.80,316.34,-37,17552,221.00,273.00,1097136.00,29246.12,2353.89,-37,42208,187.00,128.00
1641.00,[17:48:29.7451691],10075.00,15543.00,569152.00,15110.18,330.69,-37,20048,221.00,273.00,1096144.00,29205.42,2303.67,-37,39008,187.00,128.00
1642.00,[17:48:29.7782705],9058.00,13125.00,567344.00,15088.81,333.78,-37,18112,221.00,273.00,1095152.00,29243.97,2287.07,-37,38416,187.00,128.00
1643.00,[17:48:29.8113719],7225.00,6008.00,567312.00,15137.48,314.06,-37,18096,221.00,273.00,1083552.00,29122.82,2330.29,-37,37344,187.00,128.00
1644.00,[17:48:29.8444732],6900.00,2545.00,565952.00,15109.51,327.20,-37,18176,221.00,273.00,1086704.00,29301.60,2390.64,-37,38864,187.00,128.00
1645.00,[17:48:29.8775746],9181.00,7426.00,568832.00,15125.69,309.32,-37,17872,221.00,273.00,1090144.00,29262.66,2295.28,-37,37680,187.00,128.00
1646.00,[17:48:29.9106760],8919.00,2069.00,569824.00,15159.59,318.04,-37,17456,221.00,273.00,1086016.00,29295.87,2305.64,-37,38688,187.00,128.00
1647.00,[17:48:29.9437773],8290.00,3772.00,568272.00,15134.66,355.26,-37,17824,221.00,273.00,1089456.00,29342.80,2462.37,-37,39136,187.00,128.00
1648.00,[17:48:29.9768787],7586.00,9155.00,568528.00,15160.61,369.78,-37,17040,221.00,273.00,1090368.00,29221.97,2192.67,-37,39120,187.00,128.00
1649.00,[17:48:30.0099812],5454.00,7465.00,565536.00,15137.34,308.84,-37,17568,221.00,273.00,1092912.00,29336.41,2249.71,-37,39392,187.00,128.00
1650.00,[17:48:30.0430825],8071.00,17473.00,568784.00,15154.40,339.18,-37,18960,221.00,273.00,1097296.00,29184.41,2253.48,-37,44800,187.00,128.00
1651.00,[17:48:30.0761839],8052.00,12155.00,568464.00,15146.27,356.78,-37,19792,221.00,273.00,1097296.00,29328.14,2292.13,-37,41920,187.00,128.00
1652.00,[17:48:30.1092852],7455.00,6035.00,568336.00,15158.93,366.20,-37,18176,221.00,273.00,1094240.00,29410.96,2412.77,-37,39488,187.00,128.00
1653.00,[17:48:30.1423866],9752.00,11698.00,569488.00,15128.00,298.05,-37,19552,221.00,273.00,1096272.00,29312.81,2314.01,-37,39040,187.00,128.00
1654.00,[17:48:30.1754880],8227.00,6870.00,568688.00,15147.60,351.78,-37,20096,221.00,273.00,1089792.00,29268.17,2344.44,-37,40208,187.00,128.00
1655.00,[17:48:30.2085894],6597.00,7847.00,568336.00,15182.13,372.13,-37,18416,221.00,273.00,1093344.00,29337.76,2203.19,-37,39600,187.00,128.00
1656.00,[17:48:30.2416907],3481.00,14188.00,562752.00,15115.43,320.87,-37,18320,221.00,273.00,1098416.00,29303.46,2213.67,-37,43408,187.00,128.00
1657.00,[17:48:30.2747921],6545.00,16742.00,568368.00,15184.40,335.90,-37,18896,221.00,273.00,1100912.00,29301.88,2162.96,-37,43072,187.00,128.00
1658.00,[17:48:30.3078935],7501.00,14684.00,567200.00,15126.99,322.92,-37,18560,221.00,273.00,1100272.00,29340.20,2274.01,-37,39904,187.00,128.00
1659.00,[17:48:30.3409949],7155.00,15482.00,567968.00,15157.11,302.50,-37,17616,221.00,273.00,1094928.00,29174.21,2102.34,-37,38864,187.00,128.00
1660.00,[17:48:30.3740963],7713.00,12526.00,568944.00,15168.40,321.73,-37,17968,221.00,273.00,1091504.00,29161.57,2177.08,-37,38464,187.00,128.00
1661.00,[17:48:30.4071977],3498.00,7043.00,565632.00,15192.80,313.17,-37,18144,221.00,273.00,1091184.00,29301.11,2270.65,-37,38512,187.00,128.00
1662.00,[17:48:30.4402991],3333.00,20225.00,565264.00,15187.33,344.38,-37,16512,221.00,273.00,1102432.00,29248.83,2163.67,-37,41168,187.00,128.00
1663.00,[17:48:30.4734006],9066.00,8785.00,569936.00,15158.64,320.02,-37,17696,221.00,273.00,1098224.00,29444.30,2368.93,-37,41504,187.00,128.00
1664.00,[17:48:30.5065020],6145.00,1395.00,568928.00,15210.35,323.39,-37,17600,221.00,273.00,1089984.00,29421.33,2400.58,-37,40160,187.00,128.00
1665.00,[17:48:30.5396034],7891.00,13607.00,570512.00,15205.97,320.06,-37,18864,221.00,273.00,1097760.00,29301.42,2259.37,-37,39840,187.00,128.00
1666.00,[17:48:30.5727048],6852.00,14292.00,569312.00,15201.61,293.06,-37,18016,221.00,273.00,1100144.00,29347.36,2373.70,-37,41856,187.00,128.00
1667.00,[17:48:30.6058062],6732.00,14829.00,569888.00,15220.44,276.10,-37,19648,221.00,273.00,1096192.00,29226.03,2346.92,-37,42080,187.00,128.00
1668.00,[17:48:30.6389077],8232.00,8699.00,569488.00,15169.08,317.88,-37,18560,221.00,273.00,1090464.00,29236.88,2258.46,-37,38880,187.00,128.00
1669.00,[17:48:30.6720091],5794.00,9316.00,567360.00,15177.47,317.58,-37,17568,221.00,273.00,1093616.00,29305.41,2376.84,-37,40096,187.00,128.00
1670.00,[17:48:30.7051106],7058.00,11822.00,568624.00,15177.47,345.47,-37,18720,221.00,273.00,1095744.00,29295.19,2322.88,-37,41088,187.00,128.00
1671.00,[17:48:30.7382120],8852.00,2934.00,571008.00,15193.41,321.10,-37,18208,221.00,273.00,1080512.00,29123.73,2285.51,-37,38128,187.00,128.00
1672.00,[17:48:30.7713135],6695.00,8398.00,570000.00,15224.47,357.41,-37,17840,221.00,273.00,1084192.00,29075.53,2155.65,-37,38480,187.00,128.00
1673.00,[17:48:30.8044149],9111.00,4681.00,573136.00,15243.93,298.26,-37,18064,221.00,273.00,1081952.00,29115.43,2258.23,-37,37712,187.00,128.00
1674.00,[17:48:30.8375164],6086.00,15364.00,568160.00,15191.20,327.17,-37,17760,221.00,273.00,1086176.00,28940.85,2074.89,-37,38416,187.00,128.00
1675.00,[17:48:30.8706178],9068.00,3472.00,571184.00,15192.34,342.98,-37,18784,221.00,273.00,1076768.00,29008.00,2192.44,-37,37488,187.00,128.00
1676.00,[17:48:30.9037193],8386.00,4947.00,571552.00,15220.71,318.34,-37,17968,221.00,273.00,1079168.00,29033.01,2201.56,-37,37568,187.00,128.00
1677.00,[17:48:30.9368208],6647.00,3693.00,568928.00,15196.77,351.09,-37,17792,221.00,273.00,1081824.00,29138.69,2285.50,-37,38304,187.00,128.00
1678.00,[17:48:30.9699223],8765.00,9663.00,570976.00,15194.89,332.07,-37,18688,221.00,273.00,1084640.00,29053.42,2167.76,-37,38304,187.00,128.00
1679.00,[17:48:31.0030248],5505.00,14379.00,567328.00,15184.40,313.59,-37,17072,221.00,273.00,1087184.00,28994.74,2146.62,-37,37824,187.00,128.00
1680.00,[17:48:31.0361263],8546.00,10728.00,571200.00,15206.86,315.29,-37,19552,221.00,273.00,1087792.00,29109.83,2175.54,-37,39040,187.00,128.00
1681.00,[17:48:31.0692278],9038.00,9896.00,572464.00,15227.73,359.42,-37,19920,221.00,273.00,1089216.00,29170.82,2297.57,-37,38992,187.00,128.00
1682.00,[17:48:31.1023293],12365.00,10671.00,572928.00,15150.34,306.18,-37,19696,221.00,273.00,1088272.00,29124.34,2244.48,-37,38752,187.00,128.00
1683.00,[17:48:31.1354308],9097.00,6577.00,570464.00,15172.07,287.71,-37,18496,221.00,273.00,1084704.00,29138.55,2268.17,-37,38720,187.00,128.00
1684.00,[17:48:31.1685323],4273.00,3109.00,565968.00,15180.93,337.68,-37,17760,221.00,273.00,1086064.00,29269.07,2448.39,-37,38144,187.00,128.00
1685.00,[17:48:31.2016338],9314.00,11494.00,571152.00,15184.81,342.78,-37,17824,221.00,273.00,1089024.00,29122.44,2215.83,-37,38272,187.00,128.00
1686.00,[17:48:31.2347353],8514.00,14545.00,571088.00,15204.71,334.66,-37,18560,221.00,273.00,1093328.00,29156.30,2327.49,-37,40160,187.00,128.00
1687.00,[17:48:31.2678369],7278.00,14540.00,569984.00,15208.27,308.94,-37,19888,221.00,273.00,1092448.00,29132.64,2268.42,-37,39968,187.00,128.00
1688.00,[17:48:31.3009384],7122.00,8583.00,568160.00,15163.20,339.15,-37,18272,221.00,273.00,1085536.00,29106.85,2095.52,-37,38368,187.00,128.00
1689.00,[17:48:31.3340399],6108.00,14805.00,569408.00,15224.34,320.92,-37,19056,221.00,273.00,1098080.00,29277.69,2316.22,-37,40240,187.00,128.00
1690.00,[17:48:31.3671414],9192.00,10079.00,571696.00,15202.82,330.07,-37,18720,221.00,273.00,1092064.00,29242.85,2266.49,-37,39808,187.00,128.00
1691.00,[17:48:31.4002430],7660.00,10563.00,570080.00,15200.54,341.34,-37,18784,221.00,273.00,1091712.00,29220.24,2098.14,-37,38832,187.00,128.00
1692.00,[17:48:31.4333445],4429.00,9587.00,566336.00,15186.67,324.75,-37,17952,221.00,273.00,1095872.00,29359.05,2300.09,-37,39248,187.00,128.00
1693.00,[17:48:31.4664461],5446.00,14200.00,568448.00,15216.27,357.92,-37,18464,221.00,273.00,1103584.00,29442.82,2434.11,-37,45392,187.00,128.00
1694.00,[17:48:31.4995476],5611.00,9487.00,567824.00,15194.93,322.15,-37,17312,221.00,273.00,1097136.00,29395.93,2241.10,-37,40576,187.00,128.00
1695.00,[17:48:31.5326492],5769.00,13799.00,569632.00,15239.53,312.54,-37,17952,221.00,273.00,1104096.00,29467.49,2252.47,-37,40640,187.00,128.00
1696.00,[17:48:31.5657507],5644.00,16857.00,567616.00,15188.44,315.63,-37,17456,221.00,273.00,1104688.00,29400.83,2195.27,-37,41472,187.00,128.00
1697.00,[17:48:31.5988523],4918.00,15746.00,567584.00,15207.20,344.06,-37,17808,221.00,273.00,1100096.00,29306.76,2128.07,-37,41344,187.00,128.00
1698.00,[17:48:31.6319539],8713.00,10963.00,570576.00,15185.48,322.74,-37,19056,221.00,273.00,1102208.00,29493.11,2373.96,-37,41888,187.00,128.00
1699.00,[17:48:31.6650554],10682.00,9673.00,573200.00,15203.20,337.71,-37,21920,221.00,273.00,1096720.00,29379.66,2306.32,-37,40064,187.00,128.00
1700.00,[17:48:31.6981570],9681.00,9939.00,572880.00,15221.60,347.63,-37,20384,221.00,273.00,1099600.00,29450.31,2278.39,-37,41264,187.00,128.00
1701.00,[17:48:31.7312586],9741.00,10612.00,573648.00,15240.74,323.27,-37,18176,221.00,273.00,1099536.00,29430.37,2286.21,-37,40416,187.00,128.00
1702.00,[17:48:31.7643602],8708.00,11239.00,572176.00,15228.85,306.01,-37,17696,221.00,273.00,1098848.00,29394.85,2265.26,-37,39680,187.00,128.00
1703.00,[17:48:31.7974618],7209.00,14884.00,569808.00,15205.38,365.31,-37,17616,221.00,273.00,1099104.00,29303.25,2192.34,-37,39792,187.00,128.00
1704.00,[17:48:31.8305634],6823.00,21195.00,568064.00,15168.67,334.79,-37,17808,221.00,273.00,1104064.00,29266.74,2262.35,-37,42432,187.00,128.00
1705.00,[17:48:31.8636650],4748.00,14295.00,566112.00,15172.00,311.93,-37,18080,221.00,273.00,1102592.00,29413.42,2279.15,-37,43616,187.00,128.00
1706.00,[17:48:31.8967666],6350.00,13578.00,569984.00,15233.34,345.88,-37,17536,221.00,273.00,1098336.00,29317.79,2132.21,-37,39408,187.00,128.00
1707.00,[17:48:31.9298682],6840.00,12415.00,569280.00,15201.08,326.80,-37,18656,221.00,273.00,1099600.00,29383.38,2308.53,-37,39408,187.00,128.00
1708.00,[17:48:31.9629698],9083.00,15445.00,572000.00,15213.97,332.71,-37,18368,221.00,273.00,1101840.00,29362.03,2332.08,-37,42064,187.00,128.00
1709.00,[17:48:31.9960714],5766.00,9002.00,567360.00,15178.22,316.78,-37,18208,221.00,273.00,1094432.00,29335.93,2345.84,-37,38736,187.00,128.00
1710.00,[17:48:32.0291701],8394.00,11457.00,571296.00,15213.56,302.61,-37,19200,221.00,273.00,1096688.00,29330.58,2347.30,-37,39712,187.00,128.00
1711.00,[17:48:32.0622717],7995.00,8969.00,571920.00,15241.22,301.65,-37,18688,221.00,273.00,1094784.00,29346.34,2172.23,-37,40448,187.00,128.00
1712.00,[17:48:32.0953733],5943.00,9425.00,568960.00,15216.68,319.26,-37,18400,221.00,273.00,1099648.00,29465.49,2392.29,-37,40576,187.00,128.00
1713.00,[17:48:32.1284749],6916.00,14040.00,569968.00,15217.63,314.71,-37,18192,221.00,273.00,1100576.00,29365.83,2388.29,-37,41040,187.00,128.00
1714.00,[17:48:32.1615765],5262.00,12466.00,567968.00,15208.27,367.43,-37,18320,221.00,273.00,1097248.00,29318.43,2196.94,-37,41888,187.00,128.00
1715.00,[17:48:32.1946782],6480.00,10133.00,570064.00,15232.00,375.84,-37,18656,221.00,273.00,1094816.00,29315.76,2335.57,-37,40128,187.00,128.00
1716.00,[17:48:32.2277798],10364.00,12655.00,570832.00,15147.80,320.29,-37,20336,221.00,273.00,1091504.00,29158.07,2164.69,-37,39792,187.00,128.00
1717.00,[17:48:32.2608814],7535.00,13009.00,569184.00,15179.70,343.36,-37,18736,221.00,273.00,1094432.00,29227.66,2349.85,-37,40640,187.00,128.00
1718.00,[17:48:32.2939829],8505.00,5798.00,569168.00,15153.07,321.00,-37,18480,221.00,273.00,1085616.00,29184.27,2289.20,-37,38720,187.00,128.00
1719.00,[17:48:32.3270845],9249.00,6996.00,568784.00,15122.55,333.44,-37,18736,221.00,273.00,1088976.00,29242.71,2377.41,-37,39920,187.00,128.00
1720.00,[17:48:32.3601861],10182.00,8137.00,570144.00,15134.12,316.53,-37,20288,221.00,273.00,1091040.00,29267.66,2365.39,-37,42160,187.00,128.00
1721.00,[17:48:32.3932877],5773.00,13415.00,568592.00,15211.33,332.74,-37,17728,221.00,273.00,1097824.00,29308.34,2304.84,-37,44848,187.00,128.00
1722.00,[17:48:32.4263893],4942.00,6041.00,567648.00,15208.27,342.05,-37,17952,221.00,273.00,1089072.00,29271.11,2229.78,-37,40256,187.00,128.00
1723.00,[17:48:32.4594908],8033.00,8263.00,569520.00,15175.33,357.09,-37,19808,221.00,273.00,1091728.00,29282.85,2293.42,-37,41200,187.00,128.00
