FrameNum,timeInfo,signal-track,signal-obj,appsum-track,avgbkg-track,stdbkg-track,nmaskpx-track,maxpx-track,xcentroid-track,ycentroid-track,appsum-obj,avgbkg-obj,stdbkg-obj,nmaskpx-obj,maxpx-obj,xcentroid-obj,ycentroid-obj
1534.00,[17:48:26.2033134],6071.00,-9569.00,565792.00,15127.59,303.60,-37,17824,221.00,273.00,1080208.00,29453.42,2196.63,-37,41504,187.00,128.00
1535.00,[17:48:26.2364148],9716.00,-4343.00,571584.00,15185.61,340.21,-37,18256,221.00,273.00,1078144.00,29256.41,2012.49,-37,40448,187.00,128.00
1536.00,[17:48:26.2695161],5453.00,-11309.00,565744.00,15142.99,329.61,-37,17760,221.00,273.00,1073792.00,29327.04,2112.96,-37,39696,187.00,128.00
1537.00,[17:48:26.3026175],7248.00,-6744.00,567360.00,15138.15,319.93,-37,18400,221.00,273.00,1076064.00,29265.09,2088.32,-37,40480,187.00,128.00
1538.00,[17:48:26.3357189],7218.00,-9518.00,567536.00,15143.73,356.71,-37,17744,221.00,273.00,1076576.00,29353.90,2150.24,-37,40736,187.00,128.00
1539.00,[17:48:26.3688203],10539.00,-11300.00,572208.00,15180.24,368.08,-37,19248,221.00,273.00,1072976.00,29304.75,2183.44,-37,40944,187.00,128.00
1540.00,[17:48:26.4019217],7506.00,-9901.00,567888.00,15145.47,369.33,-37,18752,221.00,273.00,1082400.00,29521.64,2263.64,-37,41520,187.00,128.00
1541.00,[17:48:26.4350231],7337.00,-9169.00,567344.00,15135.33,346.94,-37,18048,221.00,273.00,1081568.00,29479.38,2287.83,-37,41808,187.00,128.00
1542.00,[17:48:26.4681245],6049.00,-7759.00,566816.00,15155.87,341.73,-37,17120,221.00,273.00,1080944.00,29424.41,2114.85,-37,41888,187.00,128.00
1543.00,[17:48:26.5012259],5836.00,-9983.00,567200.00,15172.00,321.13,-37,18672,221.00,273.00,1080688.00,29477.61,2319.57,-37,42032,187.00,128.00
1544.00,[17:48:26.5343273],9674.00,-10831.00,570432.00,15155.63,338.74,-37,20128,221.00,273.00,1086336.00,29653.15,2390.29,-37,42000,187.00,128.00
1545.00,[17:48:26.5674288],5227.00,-7796.00,563568.00,15090.29,329.19,-37,17568,221.00,273.00,1083680.00,29499.35,2308.91,-37,41440,187.00,128.00
1546.00,[17:48:26.6005302],7093.00,-3835.00,567792.00,15154.02,324.69,-37,17680,221.00,273.00,1085872.00,29451.55,2145.59,-37,42784,187.00,128.00
1547.00,[17:48:26.6336316],9170.00,-14282.00,567968.00,15102.66,344.84,-37,18240,221.00,273.00,1084064.00,29685.02,2440.99,-37,44256,187.00,128.00
1548.00,[17:48:26.6667330],8039.00,-7317.00,568016.00,15134.52,298.30,-37,17312,221.00,273.00,1083008.00,29468.24,2107.24,-37,44160,187.00,128.00
1549.00,[17:48:26.6998345],4910.00,-8762.00,564624.00,15127.39,306.33,-37,17264,221.00,273.00,1080624.00,29442.87,2172.31,-37,42736,187.00,128.00
1550.00,[17:48:26.7329359],7419.00,-1922.00,567232.00,15130.08,322.61,-37,17568,221.00,273.00,1084336.00,29358.33,2007.15,-37,42064,187.00,128.00
1551.00,[17:48:26.7660374],6753.00,-11263.00,565872.00,15111.32,315.92,-37,17520,221.00,273.00,1082176.00,29552.41,2192.28,-37,42096,187.00,128.00
1552.00,[17:48:26.7991388],8406.00,-8543.00,568080.00,15126.32,328.26,-37,17840,221.00,273.00,1082288.00,29481.93,2079.24,-37,42352,187.00,128.00
1553.00,[17:48:26.8322403],4724.00,-5758.00,564224.00,15121.61,284.08,-37,18320,221.00,273.00,1081664.00,29389.79,2037.05,-37,40144,187.00,128.00
1554.00,[17:48:26.8653417],12138.00,-8273.00,570976.00,15103.73,310.02,-37,19600,221.00,273.00,1077520.00,29345.76,2148.98,-37,39952,187.00,128.00
1555.00,[17:48:26.8984432],7901.00,-6863.00,568192.00,15142.99,352.18,-37,18848,221.00,273.00,1073744.00,29205.61,1993.33,-37,38752,187.00,128.00
1556.00,[17:48:26.9315447],7253.00,-6759.00,568528.00,15169.60,329.32,-37,18880,221.00,273.00,1076576.00,29279.32,2053.48,-37,39216,187.00,128.00
1557.00,[17:48:26.9646461],8886.00,-8671.00,567664.00,15102.12,320.96,-37,19440,221.00,273.00,1071936.00,29205.61,2008.73,-37,39040,187.00,128.00
1558.00,[17:48:26.9977476],8670.00,-6532.00,568080.00,15119.19,329.86,-37,19456,221.00,273.00,1076752.00,29277.95,2038.27,-37,40688,187.00,128.00
1559.00,[17:48:27.0308503],4712.00,-6661.00,564848.00,15138.80,325.12,-37,17632,221.00,273.00,1081024.00,29396.88,2198.73,-37,39856,187.00,128.00
