FrameNum,timeInfo,signal-stack,appsum-stack,avgbkg-stack,stdbkg-stack,nmaskpx-stack,maxpx-stack,xcentroid-stack,ycentroid-stack
4594.00,[17:34:46.7914803],15193.00,2159024.00,14388.13,1043.69,-149,17568,364.00,247.00
4595.00,[17:34:46.8015800],33291.00,2179328.00,14402.93,1108.91,-149,18528,364.00,247.00
4596.00,[17:34:46.8116797],17231.00,2156336.00,14356.41,1079.37,-149,18336,364.00,247.00
4597.00,[17:34:46.8217793],2482.00,2141520.00,14355.96,1068.44,-149,18304,364.00,247.00
4598.00,[17:34:46.8318790],4986.00,2135136.00,14296.31,1071.26,-149,17952,364.00,247.00
4599.00,[17:34:46.8419787],-22894.00,2120880.00,14387.75,1082.09,-149,18688,364.00,247.00
4600.00,[17:34:46.8520784],8962.00,2148752.00,14361.01,1035.08,-149,17728,364.00,247.00
4601.00,[17:34:46.8621781],30915.00,2170400.00,14358.96,1049.72,-149,18848,364.00,247.00
4602.00,[17:34:46.8722777],9281.00,2156960.00,14413.95,1059.71,-149,18592,364.00,247.00
4603.00,[17:34:46.8823774],4174.00,2146480.00,14377.89,1099.65,-149,18432,364.00,247.00
4604.00,[17:34:46.8924771],-7794.00,2136144.00,14388.84,1108.33,-149,18528,364.00,247.00
4605.00,[17:34:46.9025768],34217.00,2177024.00,14381.25,1086.53,-149,18144,364.00,247.00
4606.00,[17:34:46.9126765],14073.00,2162784.00,14420.88,1112.66,-149,18944,364.00,247.00
4607.00,[17:34:46.9227762],21764.00,2166880.00,14396.75,1093.71,-149,18944,364.00,247.00
4608.00,[17:34:46.9328759],8463.00,2156576.00,14416.87,1067.57,-149,17824,364.00,247.00
4609.00,[17:34:46.9429756],7647.00,2152592.00,14395.60,1069.76,-149,18048,364.00,247.00
4610.00,[17:34:46.9530752],8636.00,2157456.00,14421.61,1105.75,-149,18560,364.00,247.00
4611.00,[17:34:46.9631749],-1535.00,2141808.00,14384.85,1090.09,-149,19456,364.00,247.00
4612.00,[17:34:46.9732746],5301.00,2148624.00,14384.72,1055.50,-149,18784,364.00,247.00
4613.00,[17:34:46.9833743],3785.00,2137376.00,14319.40,1027.22,-149,17888,364.00,247.00
4614.00,[17:34:46.9934740],7605.00,2143488.00,14334.78,1100.25,-149,17792,364.00,247.00
4615.00,[17:34:47.0035682],6128.00,2139376.00,14317.10,1091.40,-149,18944,364.00,247.00
4616.00,[17:34:47.0136679],7133.00,2150704.00,14386.38,1094.52,-149,17952,364.00,247.00
4617.00,[17:34:47.0237676],30985.00,2170656.00,14360.21,1132.20,-149,18688,364.00,247.00
4618.00,[17:34:47.0338673],10651.00,2160736.00,14430.10,1064.34,-149,18272,364.00,247.00
4619.00,[17:34:47.0439670],20730.00,2163504.00,14381.03,1087.39,-149,19904,364.00,247.00
4620.00,[17:34:47.0540667],11289.00,2151632.00,14364.72,1066.66,-149,18816,364.00,247.00
4621.00,[17:34:47.0641664],26078.00,2178832.00,14448.02,1050.25,-149,17856,364.00,247.00
4622.00,[17:34:47.0742661],29878.00,2176336.00,14405.76,1097.56,-149,17952,364.00,247.00
4623.00,[17:34:47.0843658],21665.00,2159872.00,14350.39,1048.09,-149,17856,364.00,247.00
4624.00,[17:34:47.0944655],11384.00,2148912.00,14345.82,1024.78,-149,18688,364.00,247.00
4625.00,[17:34:47.1045652],26370.00,2169296.00,14382.05,1071.88,-149,18048,364.00,247.00
4626.00,[17:34:47.1146649],-5026.00,2137920.00,14382.19,1132.03,-149,18368,364.00,247.00
4627.00,[17:34:47.1247646],27201.00,2180464.00,14451.43,1117.65,-149,19104,364.00,247.00
4628.00,[17:34:47.1348642],33446.00,2177776.00,14391.48,1083.76,-149,18080,364.00,247.00
4629.00,[17:34:47.1449639],42274.00,2188608.00,14404.93,1080.42,-149,18528,364.00,247.00
4630.00,[17:34:47.1550636],53652.00,2198368.00,14394.07,1129.78,-149,19520,364.00,247.00
4631.00,[17:34:47.1651633],44442.00,203760.00,14483.44,1169.65,11,21744,364.09,250.27
4632.00,[17:34:47.1752630],45283.00,2188928.00,14386.88,1100.83,-149,18912,364.00,250.00
4633.00,[17:34:47.1853626],32131.00,2182960.00,14435.10,1064.84,-149,17792,364.00,250.00
4634.00,[17:34:47.1954623],22121.00,2164032.00,14375.24,1083.42,-149,18912,364.00,250.00
4635.00,[17:34:47.2055620],38806.00,2188752.00,14429.17,1078.14,-149,18432,364.00,250.00
4636.00,[17:34:47.2156617],4676.00,2152000.00,14411.57,1088.42,-149,18752,364.00,250.00
4637.00,[17:34:47.2257613],13736.00,2158944.00,14397.37,1102.84,-149,19168,364.00,250.00
4638.00,[17:34:47.2358610],16055.00,2152672.00,14339.71,1061.87,-149,18624,364.00,250.00
4639.00,[17:34:47.2459607],17054.00,2164224.00,14410.54,1098.82,-149,17792,364.00,250.00
4640.00,[17:34:47.2560603],3582.00,2142320.00,14353.95,1064.39,-149,18432,364.00,250.00
4641.00,[17:34:47.2661600],22801.00,2175280.00,14446.17,1036.04,-149,18560,364.00,250.00
4642.00,[17:34:47.2762597],1150.00,2142560.00,14371.88,1054.90,-149,18240,364.00,250.00
4643.00,[17:34:47.2863593],-20624.00,2120560.00,14370.36,1065.17,-149,17856,364.00,250.00
4644.00,[17:34:47.2964590],-5339.00,2129824.00,14329.96,1012.62,-149,18272,364.00,250.00
4645.00,[17:34:47.3065587],-30778.00,2100240.00,14302.14,1073.42,-149,18016,364.00,250.00
4646.00,[17:34:47.3166583],4529.00,2141104.00,14339.43,1068.69,-149,19040,364.00,250.00
4647.00,[17:34:47.3267580],9778.00,2148608.00,14354.56,1068.54,-149,17792,364.00,250.00
4648.00,[17:34:47.3368576],13867.00,2165808.00,14442.56,1092.71,-149,17984,364.00,250.00
4649.00,[17:34:47.3469573],5061.00,2142512.00,14345.31,1050.33,-149,17728,364.00,250.00
4650.00,[17:34:47.3570569],19455.00,2158032.00,14352.87,1067.04,-149,19488,364.00,250.00
4651.00,[17:34:47.3671566],13052.00,2160112.00,14409.80,1063.45,-149,19168,364.00,250.00
4652.00,[17:34:47.3772562],10964.00,2155376.00,14392.02,1071.00,-149,18624,364.00,250.00
4653.00,[17:34:47.3873559],11657.00,2155024.00,14385.02,1072.25,-149,18240,364.00,250.00
4654.00,[17:34:47.3974555],35562.00,2181264.00,14400.68,1077.18,-149,19296,364.00,250.00
4655.00,[17:34:47.4075552],39358.00,2195280.00,14469.28,1108.52,-149,18944,364.00,250.00
4656.00,[17:34:47.4176548],56563.00,2204656.00,14416.73,1095.60,-149,21552,364.00,250.00
4657.00,[17:34:47.4277545],32523.00,2174944.00,14378.67,1072.82,-149,19584,364.00,250.00
4658.00,[17:34:47.4378541],21997.00,2166064.00,14389.71,1081.31,-149,18048,364.00,250.00
4659.00,[17:34:47.4479538],67841.00,2219120.00,14438.11,1100.56,-149,20032,364.00,250.00
4660.00,[17:34:47.4580534],19676.00,2166000.00,14404.86,1105.20,-149,18976,364.00,250.00
4661.00,[17:34:47.4681530],-663.00,2136528.00,14343.57,1028.78,-149,18848,364.00,250.00
4662.00,[17:34:47.4782527],-10600.00,2128624.00,14357.21,1085.76,-149,18592,364.00,250.00
4663.00,[17:34:47.4883523],11050.00,2152336.00,14371.05,1044.58,-149,17600,364.00,250.00
4664.00,[17:34:47.4984519],-9596.00,2129120.00,14353.80,1100.45,-149,19136,364.00,250.00
4665.00,[17:34:47.5085516],15019.00,2164720.00,14427.52,1026.80,-149,18176,364.00,250.00
4666.00,[17:34:47.5186512],21824.00,2163936.00,14376.59,1070.46,-149,18464,364.00,250.00
4667.00,[17:34:47.5287508],50823.00,2200176.00,14425.19,1137.16,-149,19040,364.00,250.00
4668.00,[17:34:47.5388505],42556.00,2187696.00,14396.91,1121.41,-149,20384,364.00,250.00
4669.00,[17:34:47.5489501],23087.00,2167520.00,14392.17,1082.92,-149,19232,364.00,250.00
4670.00,[17:34:47.5590497],-7146.00,2136512.00,14386.96,1061.26,-149,17824,364.00,250.00
4671.00,[17:34:47.5691493],7283.00,2141184.00,14321.48,1035.13,-149,17920,364.00,250.00
4672.00,[17:34:47.5792490],18044.00,2169872.00,14441.80,1062.05,-149,19360,364.00,250.00
4673.00,[17:34:47.5893486],29349.00,2170960.00,14373.23,1086.17,-149,18400,364.00,250.00
4674.00,[17:34:47.5994482],-9672.00,2126640.00,14337.66,1088.25,-149,18528,364.00,250.00
4675.00,[17:34:47.6095478],12913.00,2151552.00,14353.28,1062.45,-149,17600,364.00,250.00
4676.00,[17:34:47.6196474],3904.00,2151072.00,14410.52,1040.10,-149,18208,364.00,250.00
4677.00,[17:34:47.6297470],23896.00,2165632.00,14374.07,1077.08,-149,19040,364.00,250.00
4678.00,[17:34:47.6398467],6134.00,2152416.00,14404.58,1084.76,-149,18496,364.00,250.00
4679.00,[17:34:47.6499463],10023.00,2150624.00,14366.45,1084.37,-149,18592,364.00,250.00
4680.00,[17:34:47.6600459],-5546.00,2139488.00,14396.20,1060.40,-149,18912,364.00,250.00
4681.00,[17:34:47.6701455],30358.00,2173616.00,14384.28,1072.49,-149,20288,364.00,250.00
4682.00,[17:34:47.6802451],26436.00,2174512.00,14416.62,1093.40,-149,19616,364.00,250.00
4683.00,[17:34:47.6903447],34326.00,2172496.00,14350.14,1054.21,-149,17632,364.00,250.00
4684.00,[17:34:47.7004443],3535.00,2143232.00,14360.38,1087.41,-149,19136,364.00,250.00
4685.00,[17:34:47.7105439],33800.00,2177984.00,14390.50,1072.98,-149,19200,364.00,250.00
4686.00,[17:34:47.7206435],26974.00,2167136.00,14363.50,1109.02,-149,18656,364.00,250.00
4687.00,[17:34:47.7307431],39952.00,2190640.00,14434.15,1068.67,-149,18496,364.00,250.00
4688.00,[17:34:47.7408427],3780.00,2155968.00,14444.22,1080.85,-149,19968,364.00,250.00
4689.00,[17:34:47.7509423],-111.00,2127536.00,14279.51,1078.59,-149,18304,364.00,250.00
4690.00,[17:34:47.7610419],2999.00,2138864.00,14334.67,1041.98,-149,19008,364.00,250.00
4691.00,[17:34:47.7711415],23871.00,2166080.00,14377.24,1052.75,-149,18048,364.00,250.00
4692.00,[17:34:47.7812411],19469.00,2158736.00,14357.49,1071.69,-149,18752,364.00,250.00
4693.00,[17:34:47.7913407],38275.00,2185984.00,14414.15,1114.10,-149,18368,364.00,250.00
4694.00,[17:34:47.8014403],49911.00,2192240.00,14378.05,1076.24,-149,21680,364.00,250.00
4695.00,[17:34:47.8115399],30784.00,2172752.00,14375.63,1069.74,-149,17856,364.00,250.00
4696.00,[17:34:47.8216394],20390.00,2165648.00,14397.70,1073.50,-149,18176,364.00,250.00
4697.00,[17:34:47.8317390],30716.00,2172816.00,14376.51,1082.62,-149,17952,364.00,250.00
4698.00,[17:34:47.8418386],21064.00,2174640.00,14453.53,1075.80,-149,18304,364.00,250.00
4699.00,[17:34:47.8519382],37574.00,2185424.00,14415.10,1058.60,-149,18400,364.00,250.00
4700.00,[17:34:47.8620378],25041.00,2170720.00,14400.53,1137.69,-149,18944,364.00,250.00
4701.00,[17:34:47.8721374],43020.00,2201584.00,14487.01,1091.99,-149,21264,364.00,250.00
4702.00,[17:34:47.8822369],21244.00,2166864.00,14400.13,1086.32,-149,21392,364.00,250.00
4703.00,[17:34:47.8923365],39593.00,2190512.00,14435.70,1088.76,-149,19936,364.00,250.00
4704.00,[17:34:47.9024361],40669.00,2184848.00,14390.46,1081.62,-149,18144,364.00,250.00
4705.00,[17:34:47.9125357],22077.00,2177776.00,14467.78,1072.65,-149,18464,364.00,250.00
4706.00,[17:34:47.9226352],34776.00,2193808.00,14490.15,1053.82,-149,19296,364.00,250.00
4707.00,[17:34:47.9327348],23998.00,2169104.00,14396.69,1064.10,-149,17536,364.00,250.00
4708.00,[17:34:47.9428344],27899.00,2175360.00,14412.49,1104.01,-149,18400,364.00,250.00
4709.00,[17:34:47.9529340],10259.00,2163696.00,14452.60,1054.63,-149,18464,364.00,250.00
4710.00,[17:34:47.9630335],1899.00,2150000.00,14416.78,1032.58,-149,18240,364.00,250.00
4711.00,[17:34:47.9731331],18897.00,2161808.00,14381.95,1087.41,-149,19232,364.00,250.00
4712.00,[17:34:47.9832327],29892.00,2173904.00,14389.34,1072.48,-149,17856,364.00,250.00
4713.00,[17:34:47.9933322],32187.00,2180384.00,14417.43,1065.29,-149,18624,364.00,250.00
4714.00,[17:34:48.0034261],21418.00,2173696.00,14444.82,1070.57,-149,18208,364.00,250.00
4715.00,[17:34:48.0135257],35392.00,2183744.00,14418.47,1043.51,-149,20096,364.00,250.00
4716.00,[17:34:48.0236252],42071.00,2190080.00,14416.17,1112.73,-149,24016,364.00,250.00
4717.00,[17:34:48.0337248],51114.00,2200656.00,14426.46,1114.07,-149,23216,364.00,250.00
4718.00,[17:34:48.0438243],9309.00,2156112.00,14408.07,1073.07,-149,18784,364.00,250.00
4719.00,[17:34:48.0539239],4504.00,2145840.00,14371.38,1138.29,-149,18272,364.00,250.00
4720.00,[17:34:48.0640234],10628.00,2148240.00,14346.39,1078.21,-149,17888,364.00,250.00
4721.00,[17:34:48.0741230],5688.00,2161824.00,14470.71,1054.08,-149,18208,364.00,250.00
4722.00,[17:34:48.0842225],31736.00,2180400.00,14420.57,1064.20,-149,19456,364.00,250.00
4723.00,[17:34:48.0943221],52976.00,2203168.00,14430.82,1149.60,-149,19328,364.00,250.00
4724.00,[17:34:48.1044217],46896.00,2202256.00,14465.50,1065.70,-149,19488,364.00,250.00
4725.00,[17:34:48.1145212],25130.00,2181296.00,14470.91,1092.27,-149,17792,364.00,250.00
4726.00,[17:34:48.1246267],22308.00,2177712.00,14465.80,1085.31,-149,18656,364.00,250.00
4727.00,[17:34:48.1347203],29754.00,2182432.00,14447.50,1046.48,-149,19328,364.00,250.00
4728.00,[17:34:48.1448198],24323.00,2176544.00,14444.44,1075.21,-149,18368,364.00,250.00
4729.00,[17:34:48.1549194],7246.00,2157232.00,14429.44,1050.34,-149,17824,364.00,250.00
4730.00,[17:34:48.1650189],-8179.00,2133040.00,14370.60,1056.46,-149,17952,364.00,250.00
4731.00,[17:34:48.1751185],-3023.00,2136544.00,14359.51,1045.62,-149,18560,364.00,250.00
4732.00,[17:34:48.1852180],-3123.00,2148128.00,14437.93,1080.33,-149,18976,364.00,250.00
4733.00,[17:34:48.1953176],15334.00,2166960.00,14440.44,1080.23,-149,17952,364.00,250.00
4734.00,[17:34:48.2054171],14867.00,2170896.00,14469.99,1102.55,-149,18336,364.00,250.00
4735.00,[17:34:48.2155166],33259.00,2175872.00,14379.95,1088.70,-149,19040,364.00,250.00
4736.00,[17:34:48.2256162],5881.00,2154240.00,14418.51,1055.91,-149,18496,364.00,250.00
4737.00,[17:34:48.2357157],-2711.00,2149456.00,14444.07,1096.95,-149,18816,364.00,250.00
4738.00,[17:34:48.2458152],-13879.00,2135152.00,14423.03,1082.55,-149,18112,364.00,250.00
4739.00,[17:34:48.2559148],18128.00,2171552.00,14452.51,1075.59,-149,18464,364.00,250.00
4740.00,[17:34:48.2660143],14170.00,2165344.00,14437.41,1121.34,-149,18912,364.00,250.00
4741.00,[17:34:48.2761138],18419.00,2175584.00,14477.62,1073.03,-149,18112,364.00,250.00
4742.00,[17:34:48.2862133],14576.00,2157936.00,14384.97,1050.59,-149,20288,364.00,250.00
4743.00,[17:34:48.2963129],-8109.00,2137424.00,14399.55,1073.39,-149,18048,364.00,250.00
4744.00,[17:34:48.3064124],-6768.00,2152672.00,14492.89,1101.33,-149,18080,364.00,250.00
4745.00,[17:34:48.3165119],13959.00,2165200.00,14437.86,1046.94,-149,17792,364.00,250.00
4746.00,[17:34:48.3266114],8592.00,2165792.00,14477.85,1112.77,-149,18336,364.00,250.00
4747.00,[17:34:48.3367110],11996.00,2163056.00,14436.65,1061.08,-149,18432,364.00,250.00
4748.00,[17:34:48.3468105],-9274.00,2133744.00,14382.67,1062.09,-149,17632,364.00,250.00
4749.00,[17:34:48.3569100],1083.00,2149888.00,14421.51,1089.92,-149,18272,364.00,250.00
4750.00,[17:34:48.3670095],-1324.00,2150240.00,14440.02,992.05,-149,18272,364.00,250.00
4751.00,[17:34:48.3771090],11792.00,2149280.00,14345.56,1108.37,-149,17696,364.00,250.00
4752.00,[17:34:48.3872085],21945.00,2173744.00,14441.61,1043.47,-149,19040,364.00,250.00
4753.00,[17:34:48.3973081],16066.00,2176384.00,14498.78,1056.33,-149,18400,364.00,250.00
4754.00,[17:34:48.4074076],-2607.00,2151296.00,14455.73,1083.87,-149,18880,364.00,250.00
4755.00,[17:34:48.4175071],-832.00,2146944.00,14414.60,1098.88,-149,18784,364.00,250.00
4756.00,[17:34:48.4276066],16548.00,2163376.00,14408.24,1014.02,-149,17792,364.00,250.00
4757.00,[17:34:48.4377061],6075.00,2157696.00,14440.41,1110.48,-149,18784,364.00,250.00
4758.00,[17:34:48.4478056],12774.00,2163120.00,14431.85,1118.42,-149,19168,364.00,250.00
4759.00,[17:34:48.4579051],27092.00,2174704.00,14413.50,1098.66,-149,18752,364.00,250.00
4760.00,[17:34:48.4680046],37606.00,2195600.00,14483.18,1087.35,-149,20096,364.00,250.00
4761.00,[17:34:48.4781041],36343.00,2181888.00,14399.63,1102.84,-149,19072,364.00,250.00
4762.00,[17:34:48.4882036],43960.00,2183232.00,14357.53,1042.55,-149,18208,364.00,250.00
4763.00,[17:34:48.4983031],12391.00,2162960.00,14433.35,1025.49,-149,18176,364.00,250.00
4764.00,[17:34:48.5084026],30637.00,2182784.00,14443.94,1099.18,-149,18688,364.00,250.00
4765.00,[17:34:48.5185021],56571.00,2208800.00,14444.49,1059.94,-149,18272,364.00,250.00
4766.00,[17:34:48.5286016],11780.00,2158080.00,14404.70,1092.75,-149,18272,364.00,250.00
4767.00,[17:34:48.5387011],21339.00,2166800.00,14399.07,1099.97,-149,17952,364.00,250.00
4768.00,[17:34:48.5488006],12438.00,2154848.00,14378.59,1041.50,-149,18656,364.00,250.00
4769.00,[17:34:48.5589001],41187.00,2193408.00,14444.44,1122.42,-149,17984,364.00,250.00
4770.00,[17:34:48.5689996],22182.00,2164368.00,14377.09,1116.08,-149,18272,364.00,250.00
